Disease	pathway	sex	alteration	colors	id
Irritable bowel syndrome	perk regulates gene expression	women	up	#B6453A	1
Irritable bowel syndrome	dna strand elongation	women	up	#B6453A	1
Irritable bowel syndrome	platelet aggregation plug formation	women	up	#B6453A	1
Irritable bowel syndrome	response to elevated platelet cytosolic ca2	women	up	#B6453A	1
Irritable bowel syndrome	signaling by scf kit	women	up	#B6453A	1
Irritable bowel syndrome	anti inflammatory response favouring leishmania parasite infection	women	up	#B6453A	1
Irritable bowel syndrome	interleukin 3 interleukin 5 and gm csf signaling	women	up	#B6453A	1
Irritable bowel syndrome	nef mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	women	up	#B6453A	1
Irritable bowel syndrome	interleukin 37 signaling	women	up	#B6453A	1
Irritable bowel syndrome	potential therapeutics for sars	women	up	#B6453A	1
Irritable bowel syndrome	signaling by csf3 g csf	women	up	#B6453A	1
Irritable bowel syndrome	sars cov infections	women	up	#B6453A	1
Irritable bowel syndrome	met promotes cell motility	women	up	#B6453A	1
Irritable bowel syndrome	leishmania infection	women	up	#B6453A	1
Irritable bowel syndrome	fceri mediated ca 2 mobilization	women	up	#B6453A	1
Irritable bowel syndrome	inactivation of csf3 g csf signaling	women	up	#B6453A	1
Irritable bowel syndrome	er to golgi anterograde transport	men	up	#4A75A9	1
Irritable bowel syndrome	copii mediated vesicle transport	men	up	#4A75A9	1
Irritable bowel syndrome	asparagine n linked glycosylation	men	up	#4A75A9	1
Irritable bowel syndrome	programmed cell death	men	up	#4A75A9	1
Irritable bowel syndrome	raf independent mapk1 3 activation	men	up	#4A75A9	1
Irritable bowel syndrome	transcriptional regulation by runx2	men	up	#4A75A9	1
Irritable bowel syndrome	hedgehog off state	men	up	#4A75A9	1
Irritable bowel syndrome	mapk6 mapk4 signaling	men	up	#4A75A9	1
Irritable bowel syndrome	transport to the golgi and subsequent modification	men	up	#4A75A9	1
Irritable bowel syndrome	abc family proteins mediated transport	men	up	#4A75A9	1
Irritable bowel syndrome	mitotic spindle checkpoint	men	up	#4A75A9	1
Irritable bowel syndrome	regulated necrosis	men	up	#4A75A9	1
Irritable bowel syndrome	apoptosis	men	up	#4A75A9	1
Irritable bowel syndrome	peroxisomal lipid metabolism	common	down	#19787F	1
Irritable bowel syndrome	respiratory electron transport	common	down	#19787F	1
Irritable bowel syndrome	the citric acid tca cycle and respiratory electron transport	common	down	#19787F	1
Irritable bowel syndrome	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	common	down	#19787F	1
Irritable bowel syndrome	peroxisomal protein import	common	down	#19787F	1
Irritable bowel syndrome	citric acid cycle tca cycle	common	down	#19787F	1
Irritable bowel syndrome	glyoxylate metabolism and glycine degradation	common	down	#19787F	1
Irritable bowel syndrome	sars cov 1 modulates host translation machinery	women	down	#B6453A	1
Irritable bowel syndrome	eukaryotic translation elongation	women	down	#B6453A	1
Irritable bowel syndrome	selenoamino acid metabolism	women	down	#B6453A	1
Irritable bowel syndrome	response of eif2ak4 gcn2 to amino acid deficiency	women	down	#B6453A	1
Irritable bowel syndrome	nonsense mediated decay nmd	women	down	#B6453A	1
Irritable bowel syndrome	pyruvate metabolism and citric acid tca cycle	men	down	#4A75A9	1
Irritable bowel syndrome	mitochondrial fatty acid beta oxidation	men	down	#4A75A9	1
Irritable bowel syndrome	biological oxidations	men	down	#4A75A9	1
Rosacea	cholesterol biosynthesis	common	up	#19787F	2
Rosacea	antigen processing cross presentation	common	up	#19787F	2
Rosacea	interferon alpha beta signaling	common	up	#19787F	2
Rosacea	cross presentation of soluble exogenous antigens endosomes	common	up	#19787F	2
Rosacea	metabolism of polyamines	common	up	#19787F	2
Rosacea	scf skp2 mediated degradation of p27 p21	common	up	#19787F	2
Rosacea	hedgehog ligand biogenesis	common	up	#19787F	2
Rosacea	negative regulation of notch4 signaling	common	up	#19787F	2
Rosacea	g1 s dna damage checkpoints	common	up	#19787F	2
Rosacea	auf1 hnrnp d0 binds and destabilizes mrna	common	up	#19787F	2
Rosacea	nuclear events mediated by nfe2l2	common	up	#19787F	2
Rosacea	defective cftr causes cystic fibrosis	common	up	#19787F	2
Rosacea	degradation of gli1 by the proteasome	common	up	#19787F	2
Rosacea	dectin 1 mediated noncanonical nf kb signaling	common	up	#19787F	2
Rosacea	regulation of runx3 expression and activity	common	up	#19787F	2
Rosacea	interleukin 10 signaling	common	up	#19787F	2
Rosacea	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	common	up	#19787F	2
Rosacea	gluconeogenesis	common	up	#19787F	2
Rosacea	scf beta trcp mediated degradation of emi1	common	up	#19787F	2
Rosacea	cellular response to hypoxia	common	up	#19787F	2
Rosacea	interferon signaling	common	up	#19787F	2
Rosacea	interferon gamma signaling	common	up	#19787F	2
Rosacea	stabilization of p53	common	up	#19787F	2
Rosacea	orc1 removal from chromatin	common	up	#19787F	2
Rosacea	signaling by interleukins	common	up	#19787F	2
Rosacea	abc transporter disorders	common	up	#19787F	2
Rosacea	neutrophil degranulation	common	up	#19787F	2
Rosacea	keap1 nfe2l2 pathway	common	up	#19787F	2
Rosacea	interleukin 1 signaling	common	up	#19787F	2
Rosacea	degradation of axin	common	up	#19787F	2
Rosacea	interleukin 1 family signaling	common	up	#19787F	2
Rosacea	abc family proteins mediated transport	common	up	#19787F	2
Rosacea	regulation of ras by gaps	common	up	#19787F	2
Rosacea	the role of gtse1 in g2 m progression after g2 checkpoint	common	up	#19787F	2
Rosacea	tnfr2 non canonical nf kb pathway	common	up	#19787F	2
Rosacea	degradation of dvl	common	up	#19787F	2
Rosacea	clec7a dectin 1 signaling	common	up	#19787F	2
Rosacea	apc c mediated degradation of cell cycle proteins	common	up	#19787F	2
Rosacea	regulation of runx2 expression and activity	common	up	#19787F	2
Rosacea	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	2
Rosacea	dna replication pre initiation	common	up	#19787F	2
Rosacea	fceri mediated nf kb activation	common	up	#19787F	2
Rosacea	downstream signaling events of b cell receptor bcr	common	up	#19787F	2
Rosacea	switching of origins to a post replicative state	common	up	#19787F	2
Rosacea	regulation of mrna stability by proteins that bind au rich elements	common	up	#19787F	2
Rosacea	dna replication	common	up	#19787F	2
Rosacea	transferrin endocytosis and recycling	women	up	#B6453A	2
Rosacea	ros and rns production in phagocytes	women	up	#B6453A	2
Rosacea	metabolism of steroids	women	up	#B6453A	2
Rosacea	nucleotide catabolism	women	up	#B6453A	2
Rosacea	caspase activation via extrinsic apoptotic signalling pathway	women	up	#B6453A	2
Rosacea	fatty acid metabolism	women	up	#B6453A	2
Rosacea	pyruvate metabolism and citric acid tca cycle	women	up	#B6453A	2
Rosacea	the citric acid tca cycle and respiratory electron transport	women	up	#B6453A	2
Rosacea	mitochondrial fatty acid beta oxidation	women	up	#B6453A	2
Rosacea	peroxisomal lipid metabolism	women	up	#B6453A	2
Rosacea	fatty acyl coa biosynthesis	women	up	#B6453A	2
Rosacea	cargo concentration in the er	women	up	#B6453A	2
Rosacea	iron uptake and transport	women	up	#B6453A	2
Rosacea	pyruvate metabolism	women	up	#B6453A	2
Rosacea	copii mediated vesicle transport	women	up	#B6453A	2
Rosacea	signaling by retinoic acid	women	up	#B6453A	2
Rosacea	triglyceride metabolism	women	up	#B6453A	2
Rosacea	runx1 regulates transcription of genes involved in differentiation of hscs	men	up	#4A75A9	2
Rosacea	regulation of pten stability and activity	men	up	#4A75A9	2
Rosacea	asymmetric localization of pcp proteins	men	up	#4A75A9	2
Rosacea	uch proteinases	men	up	#4A75A9	2
Rosacea	synthesis of dna	men	up	#4A75A9	2
Rosacea	separation of sister chromatids	men	up	#4A75A9	2
Rosacea	cellular response to chemical stress	men	up	#4A75A9	2
Rosacea	host interactions of hiv factors	men	up	#4A75A9	2
Rosacea	cell cycle checkpoints	men	up	#4A75A9	2
Rosacea	g2 m checkpoints	men	up	#4A75A9	2
Rosacea	pcp ce pathway	men	up	#4A75A9	2
Rosacea	tcr signaling	men	up	#4A75A9	2
Rosacea	mitotic metaphase and anaphase	men	up	#4A75A9	2
Rosacea	signaling by the b cell receptor bcr	men	up	#4A75A9	2
Rosacea	m phase	men	up	#4A75A9	2
Rosacea	mitotic g1 phase and g1 s transition	men	up	#4A75A9	2
Rosacea	cell cycle mitotic	men	up	#4A75A9	2
Rosacea	s phase	men	up	#4A75A9	2
Rosacea	c type lectin receptors clrs	men	up	#4A75A9	2
Rosacea	metabolism of vitamins and cofactors	men	up	#4A75A9	2
Rosacea	disorders of transmembrane transporters	men	up	#4A75A9	2
Rosacea	metabolism of water soluble vitamins and cofactors	men	up	#4A75A9	2
Rosacea	mitotic spindle checkpoint	men	up	#4A75A9	2
Rosacea	dna strand elongation	men	up	#4A75A9	2
Rosacea	interleukin 2 family signaling	men	up	#4A75A9	2
Rosacea	synthesis of active ubiquitin roles of e1 and e2 enzymes	men	up	#4A75A9	2
Rosacea	mitochondrial translation	men	up	#4A75A9	2
Irritable bowel syndrome	antigen processing cross presentation	common	up	#19787F	3
Irritable bowel syndrome	interferon alpha beta signaling	common	up	#19787F	3
Irritable bowel syndrome	cross presentation of soluble exogenous antigens endosomes	common	up	#19787F	3
Irritable bowel syndrome	metabolism of polyamines	common	up	#19787F	3
Irritable bowel syndrome	scf skp2 mediated degradation of p27 p21	common	up	#19787F	3
Irritable bowel syndrome	hedgehog ligand biogenesis	common	up	#19787F	3
Irritable bowel syndrome	interleukin 12 family signaling	common	up	#19787F	3
Irritable bowel syndrome	negative regulation of notch4 signaling	common	up	#19787F	3
Irritable bowel syndrome	antigen presentation folding assembly and peptide loading of class i mhc	common	up	#19787F	3
Irritable bowel syndrome	g1 s dna damage checkpoints	common	up	#19787F	3
Irritable bowel syndrome	auf1 hnrnp d0 binds and destabilizes mrna	common	up	#19787F	3
Irritable bowel syndrome	interleukin 12 signaling	common	up	#19787F	3
Irritable bowel syndrome	nuclear events mediated by nfe2l2	common	up	#19787F	3
Irritable bowel syndrome	defective cftr causes cystic fibrosis	common	up	#19787F	3
Irritable bowel syndrome	degradation of gli1 by the proteasome	common	up	#19787F	3
Irritable bowel syndrome	dectin 1 mediated noncanonical nf kb signaling	common	up	#19787F	3
Irritable bowel syndrome	regulation of runx3 expression and activity	common	up	#19787F	3
Irritable bowel syndrome	interleukin 10 signaling	common	up	#19787F	3
Irritable bowel syndrome	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	common	up	#19787F	3
Irritable bowel syndrome	scf beta trcp mediated degradation of emi1	common	up	#19787F	3
Irritable bowel syndrome	cellular response to hypoxia	common	up	#19787F	3
Irritable bowel syndrome	interferon signaling	common	up	#19787F	3
Irritable bowel syndrome	interferon gamma signaling	common	up	#19787F	3
Irritable bowel syndrome	stabilization of p53	common	up	#19787F	3
Irritable bowel syndrome	orc1 removal from chromatin	common	up	#19787F	3
Irritable bowel syndrome	ire1alpha activates chaperones	common	up	#19787F	3
Irritable bowel syndrome	signaling by interleukins	common	up	#19787F	3
Irritable bowel syndrome	abc transporter disorders	common	up	#19787F	3
Irritable bowel syndrome	neutrophil degranulation	common	up	#19787F	3
Irritable bowel syndrome	keap1 nfe2l2 pathway	common	up	#19787F	3
Irritable bowel syndrome	interleukin 1 signaling	common	up	#19787F	3
Irritable bowel syndrome	degradation of axin	common	up	#19787F	3
Irritable bowel syndrome	interleukin 1 family signaling	common	up	#19787F	3
Irritable bowel syndrome	regulation of ras by gaps	common	up	#19787F	3
Irritable bowel syndrome	cargo concentration in the er	common	up	#19787F	3
Irritable bowel syndrome	the role of gtse1 in g2 m progression after g2 checkpoint	common	up	#19787F	3
Irritable bowel syndrome	tnfr2 non canonical nf kb pathway	common	up	#19787F	3
Irritable bowel syndrome	degradation of dvl	common	up	#19787F	3
Irritable bowel syndrome	clec7a dectin 1 signaling	common	up	#19787F	3
Irritable bowel syndrome	apc c mediated degradation of cell cycle proteins	common	up	#19787F	3
Irritable bowel syndrome	regulation of runx2 expression and activity	common	up	#19787F	3
Irritable bowel syndrome	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	3
Irritable bowel syndrome	dna replication pre initiation	common	up	#19787F	3
Irritable bowel syndrome	fceri mediated nf kb activation	common	up	#19787F	3
Irritable bowel syndrome	downstream signaling events of b cell receptor bcr	common	up	#19787F	3
Irritable bowel syndrome	switching of origins to a post replicative state	common	up	#19787F	3
Irritable bowel syndrome	regulation of mrna stability by proteins that bind au rich elements	common	up	#19787F	3
Irritable bowel syndrome	dna replication	common	up	#19787F	3
Irritable bowel syndrome	ros and rns production in phagocytes	women	up	#B6453A	3
Irritable bowel syndrome	runx1 regulates transcription of genes involved in differentiation of hscs	men	up	#4A75A9	3
Irritable bowel syndrome	regulation of pten stability and activity	men	up	#4A75A9	3
Irritable bowel syndrome	asymmetric localization of pcp proteins	men	up	#4A75A9	3
Irritable bowel syndrome	uch proteinases	men	up	#4A75A9	3
Irritable bowel syndrome	synthesis of dna	men	up	#4A75A9	3
Irritable bowel syndrome	mapk6 mapk4 signaling	men	up	#4A75A9	3
Irritable bowel syndrome	abc family proteins mediated transport	men	up	#4A75A9	3
Irritable bowel syndrome	separation of sister chromatids	men	up	#4A75A9	3
Irritable bowel syndrome	cellular response to chemical stress	men	up	#4A75A9	3
Irritable bowel syndrome	degradation of beta catenin by the destruction complex	men	up	#4A75A9	3
Irritable bowel syndrome	host interactions of hiv factors	men	up	#4A75A9	3
Irritable bowel syndrome	programmed cell death	men	up	#4A75A9	3
Irritable bowel syndrome	transcriptional regulation by runx2	men	up	#4A75A9	3
Irritable bowel syndrome	cell cycle checkpoints	men	up	#4A75A9	3
Irritable bowel syndrome	g2 m checkpoints	men	up	#4A75A9	3
Irritable bowel syndrome	pcp ce pathway	men	up	#4A75A9	3
Irritable bowel syndrome	tcr signaling	men	up	#4A75A9	3
Irritable bowel syndrome	hedgehog off state	men	up	#4A75A9	3
Irritable bowel syndrome	transcriptional regulation by runx3	men	up	#4A75A9	3
Irritable bowel syndrome	mitotic metaphase and anaphase	men	up	#4A75A9	3
Irritable bowel syndrome	signaling by notch4	men	up	#4A75A9	3
Irritable bowel syndrome	signaling by the b cell receptor bcr	men	up	#4A75A9	3
Irritable bowel syndrome	mitotic g2 g2 m phases	men	up	#4A75A9	3
Irritable bowel syndrome	hedgehog on state	men	up	#4A75A9	3
Irritable bowel syndrome	m phase	men	up	#4A75A9	3
Irritable bowel syndrome	apoptosis	men	up	#4A75A9	3
Irritable bowel syndrome	signaling by hedgehog	men	up	#4A75A9	3
Irritable bowel syndrome	ub specific processing proteases	men	up	#4A75A9	3
Irritable bowel syndrome	class i mhc mediated antigen processing presentation	men	up	#4A75A9	3
Irritable bowel syndrome	mitotic g1 phase and g1 s transition	men	up	#4A75A9	3
Irritable bowel syndrome	cell cycle mitotic	men	up	#4A75A9	3
Irritable bowel syndrome	s phase	men	up	#4A75A9	3
Irritable bowel syndrome	beta catenin independent wnt signaling	men	up	#4A75A9	3
Irritable bowel syndrome	c type lectin receptors clrs	men	up	#4A75A9	3
Irritable bowel syndrome	pten regulation	men	up	#4A75A9	3
Irritable bowel syndrome	deubiquitination	men	up	#4A75A9	3
Irritable bowel syndrome	gene and protein expression by jak stat signaling after interleukin 12 stimulation	men	up	#4A75A9	3
Irritable bowel syndrome	disorders of transmembrane transporters	men	up	#4A75A9	3
Irritable bowel syndrome	antigen processing ubiquitination proteasome degradation	men	up	#4A75A9	3
Irritable bowel syndrome	fc epsilon receptor fceri signaling	men	up	#4A75A9	3
Irritable bowel syndrome	er to golgi anterograde transport	men	up	#4A75A9	3
Irritable bowel syndrome	metabolism of water soluble vitamins and cofactors	men	up	#4A75A9	3
Irritable bowel syndrome	hiv infection	men	up	#4A75A9	3
Irritable bowel syndrome	regulated necrosis	men	up	#4A75A9	3
Irritable bowel syndrome	intrinsic pathway for apoptosis	men	up	#4A75A9	3
Irritable bowel syndrome	pyroptosis	men	up	#4A75A9	3
Irritable bowel syndrome	interleukin 4 and interleukin 13 signaling	men	up	#4A75A9	3
Irritable bowel syndrome	mitotic spindle checkpoint	men	up	#4A75A9	3
Irritable bowel syndrome	transport to the golgi and subsequent modification	men	up	#4A75A9	3
Irritable bowel syndrome	copii mediated vesicle transport	men	up	#4A75A9	3
Irritable bowel syndrome	transcriptional regulation by runx1	men	up	#4A75A9	3
Irritable bowel syndrome	interleukin 2 family signaling	men	up	#4A75A9	3
Irritable bowel syndrome	unfolded protein response upr	men	up	#4A75A9	3
Irritable bowel syndrome	assembly of collagen fibrils and other multimeric structures	men	up	#4A75A9	3
Irritable bowel syndrome	signaling by scf kit	men	up	#4A75A9	3
Irritable bowel syndrome	raf independent mapk1 3 activation	men	up	#4A75A9	3
Irritable bowel syndrome	antiviral mechanism by ifn stimulated genes	men	up	#4A75A9	3
Irritable bowel syndrome	platelet aggregation plug formation	men	up	#4A75A9	3
Irritable bowel syndrome	eukaryotic translation elongation	common	down	#19787F	3
Irritable bowel syndrome	nonsense mediated decay nmd	common	down	#19787F	3
Irritable bowel syndrome	response of eif2ak4 gcn2 to amino acid deficiency	common	down	#19787F	3
Irritable bowel syndrome	eukaryotic translation initiation	common	down	#19787F	3
Irritable bowel syndrome	selenoamino acid metabolism	common	down	#19787F	3
Irritable bowel syndrome	sars cov 1 modulates host translation machinery	common	down	#19787F	3
Irritable bowel syndrome	activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s	common	down	#19787F	3
Irritable bowel syndrome	regulation of beta cell development	women	down	#B6453A	3
Ulcerative colitis	antigen processing cross presentation	common	up	#19787F	4
Ulcerative colitis	interferon alpha beta signaling	common	up	#19787F	4
Ulcerative colitis	cross presentation of soluble exogenous antigens endosomes	common	up	#19787F	4
Ulcerative colitis	metabolism of polyamines	common	up	#19787F	4
Ulcerative colitis	scf skp2 mediated degradation of p27 p21	common	up	#19787F	4
Ulcerative colitis	hedgehog ligand biogenesis	common	up	#19787F	4
Ulcerative colitis	interleukin 12 family signaling	common	up	#19787F	4
Ulcerative colitis	negative regulation of notch4 signaling	common	up	#19787F	4
Ulcerative colitis	g1 s dna damage checkpoints	common	up	#19787F	4
Ulcerative colitis	auf1 hnrnp d0 binds and destabilizes mrna	common	up	#19787F	4
Ulcerative colitis	nuclear events mediated by nfe2l2	common	up	#19787F	4
Ulcerative colitis	defective cftr causes cystic fibrosis	common	up	#19787F	4
Ulcerative colitis	degradation of gli1 by the proteasome	common	up	#19787F	4
Ulcerative colitis	dectin 1 mediated noncanonical nf kb signaling	common	up	#19787F	4
Ulcerative colitis	regulation of runx3 expression and activity	common	up	#19787F	4
Ulcerative colitis	interleukin 10 signaling	common	up	#19787F	4
Ulcerative colitis	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	common	up	#19787F	4
Ulcerative colitis	scf beta trcp mediated degradation of emi1	common	up	#19787F	4
Ulcerative colitis	cellular response to hypoxia	common	up	#19787F	4
Ulcerative colitis	interferon signaling	common	up	#19787F	4
Ulcerative colitis	stabilization of p53	common	up	#19787F	4
Ulcerative colitis	orc1 removal from chromatin	common	up	#19787F	4
Ulcerative colitis	ire1alpha activates chaperones	common	up	#19787F	4
Ulcerative colitis	signaling by interleukins	common	up	#19787F	4
Ulcerative colitis	abc transporter disorders	common	up	#19787F	4
Ulcerative colitis	interleukin 1 signaling	common	up	#19787F	4
Ulcerative colitis	degradation of axin	common	up	#19787F	4
Ulcerative colitis	interleukin 1 family signaling	common	up	#19787F	4
Ulcerative colitis	abc family proteins mediated transport	common	up	#19787F	4
Ulcerative colitis	regulation of ras by gaps	common	up	#19787F	4
Ulcerative colitis	cargo concentration in the er	common	up	#19787F	4
Ulcerative colitis	the role of gtse1 in g2 m progression after g2 checkpoint	common	up	#19787F	4
Ulcerative colitis	tnfr2 non canonical nf kb pathway	common	up	#19787F	4
Ulcerative colitis	degradation of dvl	common	up	#19787F	4
Ulcerative colitis	clec7a dectin 1 signaling	common	up	#19787F	4
Ulcerative colitis	apc c mediated degradation of cell cycle proteins	common	up	#19787F	4
Ulcerative colitis	regulation of runx2 expression and activity	common	up	#19787F	4
Ulcerative colitis	copii mediated vesicle transport	common	up	#19787F	4
Ulcerative colitis	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	4
Ulcerative colitis	dna replication pre initiation	common	up	#19787F	4
Ulcerative colitis	fceri mediated nf kb activation	common	up	#19787F	4
Ulcerative colitis	downstream signaling events of b cell receptor bcr	common	up	#19787F	4
Ulcerative colitis	switching of origins to a post replicative state	common	up	#19787F	4
Ulcerative colitis	regulation of mrna stability by proteins that bind au rich elements	common	up	#19787F	4
Ulcerative colitis	dna replication	common	up	#19787F	4
Ulcerative colitis	ros and rns production in phagocytes	women	up	#B6453A	4
Ulcerative colitis	gene and protein expression by jak stat signaling after interleukin 12 stimulation	women	up	#B6453A	4
Ulcerative colitis	interleukin 12 signaling	women	up	#B6453A	4
Ulcerative colitis	interferon gamma signaling	women	up	#B6453A	4
Ulcerative colitis	neutrophil degranulation	women	up	#B6453A	4
Ulcerative colitis	keap1 nfe2l2 pathway	women	up	#B6453A	4
Ulcerative colitis	metabolism of nucleotides	women	up	#B6453A	4
Ulcerative colitis	interconversion of nucleotide di and triphosphates	women	up	#B6453A	4
Ulcerative colitis	fatty acyl coa biosynthesis	women	up	#B6453A	4
Ulcerative colitis	nucleotide salvage	women	up	#B6453A	4
Ulcerative colitis	runx1 regulates transcription of genes involved in differentiation of hscs	men	up	#4A75A9	4
Ulcerative colitis	regulation of pten stability and activity	men	up	#4A75A9	4
Ulcerative colitis	asymmetric localization of pcp proteins	men	up	#4A75A9	4
Ulcerative colitis	uch proteinases	men	up	#4A75A9	4
Ulcerative colitis	synthesis of dna	men	up	#4A75A9	4
Ulcerative colitis	mapk6 mapk4 signaling	men	up	#4A75A9	4
Ulcerative colitis	separation of sister chromatids	men	up	#4A75A9	4
Ulcerative colitis	host interactions of hiv factors	men	up	#4A75A9	4
Ulcerative colitis	programmed cell death	men	up	#4A75A9	4
Ulcerative colitis	transcriptional regulation by runx2	men	up	#4A75A9	4
Ulcerative colitis	cell cycle checkpoints	men	up	#4A75A9	4
Ulcerative colitis	g2 m checkpoints	men	up	#4A75A9	4
Ulcerative colitis	pcp ce pathway	men	up	#4A75A9	4
Ulcerative colitis	tcr signaling	men	up	#4A75A9	4
Ulcerative colitis	hedgehog off state	men	up	#4A75A9	4
Ulcerative colitis	mitotic metaphase and anaphase	men	up	#4A75A9	4
Ulcerative colitis	signaling by the b cell receptor bcr	men	up	#4A75A9	4
Ulcerative colitis	mitotic g2 g2 m phases	men	up	#4A75A9	4
Ulcerative colitis	hedgehog on state	men	up	#4A75A9	4
Ulcerative colitis	m phase	men	up	#4A75A9	4
Ulcerative colitis	apoptosis	men	up	#4A75A9	4
Ulcerative colitis	beta catenin independent wnt signaling	men	up	#4A75A9	4
Ulcerative colitis	c type lectin receptors clrs	men	up	#4A75A9	4
Ulcerative colitis	fc epsilon receptor fceri signaling	men	up	#4A75A9	4
Ulcerative colitis	er to golgi anterograde transport	men	up	#4A75A9	4
Ulcerative colitis	regulated necrosis	men	up	#4A75A9	4
Ulcerative colitis	interleukin 4 and interleukin 13 signaling	men	up	#4A75A9	4
Ulcerative colitis	mitotic spindle checkpoint	men	up	#4A75A9	4
Ulcerative colitis	copi independent golgi to er retrograde traffic	men	up	#4A75A9	4
Ulcerative colitis	transport to the golgi and subsequent modification	men	up	#4A75A9	4
Ulcerative colitis	unfolded protein response upr	men	up	#4A75A9	4
Ulcerative colitis	golgi to er retrograde transport	men	up	#4A75A9	4
Ulcerative colitis	raf independent mapk1 3 activation	men	up	#4A75A9	4
Ulcerative colitis	eukaryotic translation elongation	women	down	#B6453A	4
Ulcerative colitis	nonsense mediated decay nmd	women	down	#B6453A	4
Ulcerative colitis	response of eif2ak4 gcn2 to amino acid deficiency	women	down	#B6453A	4
Ulcerative colitis	selenoamino acid metabolism	women	down	#B6453A	4
Ulcerative colitis	sars cov 1 modulates host translation machinery	women	down	#B6453A	4
Ulcerative colitis	regulation of beta cell development	men	down	#4A75A9	4
Oral dysplasia	extracellular matrix organization	common	up	#19787F	5
Oral dysplasia	ecm proteoglycans	common	up	#19787F	5
Oral dysplasia	collagen biosynthesis and modifying enzymes	common	up	#19787F	5
Oral dysplasia	collagen formation	common	up	#19787F	5
Oral dysplasia	regulation of insulin like growth factor igf transport and uptake by insulin like growth factor binding proteins igfbps	common	up	#19787F	5
Oral dysplasia	collagen degradation	common	up	#19787F	5
Oral dysplasia	degradation of the extracellular matrix	common	up	#19787F	5
Oral dysplasia	binding and uptake of ligands by scavenger receptors	common	up	#19787F	5
Oral dysplasia	met activates ptk2 signaling	common	up	#19787F	5
Oral dysplasia	collagen chain trimerization	common	up	#19787F	5
Oral dysplasia	integrin cell surface interactions	common	up	#19787F	5
Oral dysplasia	met promotes cell motility	common	up	#19787F	5
Oral dysplasia	assembly of collagen fibrils and other multimeric structures	common	up	#19787F	5
Oral dysplasia	non integrin membrane ecm interactions	common	up	#19787F	5
Oral dysplasia	interferon alpha beta signaling	common	up	#19787F	5
Oral dysplasia	activation of matrix metalloproteinases	common	up	#19787F	5
Oral dysplasia	signaling by pdgf	common	up	#19787F	5
Oral dysplasia	chondroitin sulfate dermatan sulfate metabolism	common	up	#19787F	5
Oral dysplasia	syndecan interactions	common	up	#19787F	5
Oral dysplasia	laminin interactions	common	up	#19787F	5
Oral dysplasia	interferon signaling	common	up	#19787F	5
Oral dysplasia	immunoregulatory interactions between a lymphoid and a non lymphoid cell	women	up	#B6453A	5
Oral dysplasia	elastic fibre formation	women	up	#B6453A	5
Oral dysplasia	ncam signaling for neurite out growth	women	up	#B6453A	5
Oral dysplasia	ncam1 interactions	women	up	#B6453A	5
Oral dysplasia	runx2 regulates bone development	women	up	#B6453A	5
Oral dysplasia	o glycosylation of tsr domain containing proteins	women	up	#B6453A	5
Oral dysplasia	formation of fibrin clot clotting cascade	women	up	#B6453A	5
Oral dysplasia	interleukin 6 family signaling	women	up	#B6453A	5
Oral dysplasia	cell surface interactions at the vascular wall	men	up	#4A75A9	5
Oral dysplasia	antiviral mechanism by ifn stimulated genes	men	up	#4A75A9	5
Oral dysplasia	the role of gtse1 in g2 m progression after g2 checkpoint	men	up	#4A75A9	5
Oral dysplasia	diseases associated with glycosaminoglycan metabolism	men	up	#4A75A9	5
Oral dysplasia	platelet aggregation plug formation	men	up	#4A75A9	5
Oral dysplasia	mhc class ii antigen presentation	men	up	#4A75A9	5
Oral dysplasia	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	women	down	#B6453A	5
Oral dysplasia	respiratory electron transport	women	down	#B6453A	5
Oral dysplasia	complex i biogenesis	women	down	#B6453A	5
Peripheral arterial disease	neutrophil degranulation	men	up	#4A75A9	7
Peripheral arterial disease	rho gtpases activate nadph oxidases	men	up	#4A75A9	7
Peripheral arterial disease	toll like receptor cascades	men	up	#4A75A9	7
Peripheral arterial disease	signaling by csf3 g csf	men	up	#4A75A9	7
Peripheral arterial disease	interleukin 10 signaling	men	up	#4A75A9	7
Peripheral arterial disease	toll like receptor tlr1 tlr2 cascade	men	up	#4A75A9	7
Peripheral arterial disease	signaling by interleukins	men	up	#4A75A9	7
Peripheral arterial disease	complement cascade	men	up	#4A75A9	7
Peripheral arterial disease	signaling by insulin receptor	men	up	#4A75A9	7
Peripheral arterial disease	growth hormone receptor signaling	men	up	#4A75A9	7
Peripheral arterial disease	leishmania infection	men	up	#4A75A9	7
Peripheral arterial disease	neuronal system	men	up	#4A75A9	7
Peripheral arterial disease	eph ephrin signaling	men	up	#4A75A9	7
