Disease	pathway	sex	alteration	colors	id
K58	runx1 regulates transcription of genes involved in differentiation of hscs	common	up	#19787F	1
K58	the role of gtse1 in g2 m progression after g2 checkpoint	common	up	#19787F	1
K58	dna replication	common	up	#19787F	1
K58	hedgehog ligand biogenesis	common	up	#19787F	1
K58	tnfr2 non canonical nf kb pathway	common	up	#19787F	1
K58	signaling by interleukins	common	up	#19787F	1
K58	switching of origins to a post replicative state	common	up	#19787F	1
K58	mitotic metaphase and anaphase	common	up	#19787F	1
K58	dna replication pre initiation	common	up	#19787F	1
K58	orc1 removal from chromatin	common	up	#19787F	1
K58	synthesis of dna	common	up	#19787F	1
K58	defective cftr causes cystic fibrosis	common	up	#19787F	1
K58	scf beta trcp mediated degradation of emi1	common	up	#19787F	1
K58	negative regulation of notch4 signaling	common	up	#19787F	1
K58	dectin 1 mediated noncanonical nf kb signaling	common	up	#19787F	1
K58	integrin cell surface interactions	common	up	#19787F	1
K58	auf1 hnrnp d0 binds and destabilizes mrna	common	up	#19787F	1
K58	interferon alpha beta signaling	common	up	#19787F	1
K58	abc transporter disorders	common	up	#19787F	1
K58	collagen degradation	common	up	#19787F	1
K58	interleukin 1 family signaling	common	up	#19787F	1
K58	regulation of runx3 expression and activity	common	up	#19787F	1
K58	complement cascade	common	up	#19787F	1
K58	stabilization of p53	common	up	#19787F	1
K58	regulation of mrna stability by proteins that bind au rich elements	common	up	#19787F	1
K58	degradation of dvl	common	up	#19787F	1
K58	unfolded protein response upr	common	up	#19787F	1
K58	m phase	common	up	#19787F	1
K58	downstream signaling events of b cell receptor bcr	common	up	#19787F	1
K58	fceri mediated nf kb activation	common	up	#19787F	1
K58	clec7a dectin 1 signaling	common	up	#19787F	1
K58	cell cycle checkpoints	common	up	#19787F	1
K58	scf skp2 mediated degradation of p27 p21	common	up	#19787F	1
K58	uch proteinases	common	up	#19787F	1
K58	degradation of axin	common	up	#19787F	1
K58	interleukin 1 signaling	common	up	#19787F	1
K58	pcp ce pathway	common	up	#19787F	1
K58	asymmetric localization of pcp proteins	common	up	#19787F	1
K58	g1 s dna damage checkpoints	common	up	#19787F	1
K58	activation of matrix metalloproteinases	common	up	#19787F	1
K58	ire1alpha activates chaperones	common	up	#19787F	1
K58	c type lectin receptors clrs	common	up	#19787F	1
K58	degradation of gli1 by the proteasome	common	up	#19787F	1
K58	regulation of runx2 expression and activity	common	up	#19787F	1
K58	regulation of ras by gaps	common	up	#19787F	1
K58	interleukin 4 and interleukin 13 signaling	common	up	#19787F	1
K58	interferon signaling	common	up	#19787F	1
K58	g2 m checkpoints	common	up	#19787F	1
K58	cellular response to hypoxia	common	up	#19787F	1
K58	tcr signaling	common	up	#19787F	1
K58	regulation of pten stability and activity	common	up	#19787F	1
K58	nuclear events mediated by nfe2l2	common	up	#19787F	1
K58	interleukin 10 signaling	common	up	#19787F	1
K58	fc epsilon receptor fceri signaling	common	up	#19787F	1
K58	mitotic g2 g2 m phases	common	up	#19787F	1
K58	chemokine receptors bind chemokines	common	up	#19787F	1
K58	interleukin 12 family signaling	common	up	#19787F	1
K58	beta catenin independent wnt signaling	common	up	#19787F	1
K58	resolution of sister chromatid cohesion	common	up	#19787F	1
K58	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	1
K58	hedgehog on state	common	up	#19787F	1
K58	cargo concentration in the er	common	up	#19787F	1
K58	collagen formation	women	up	#B6453A	1
K58	assembly of collagen fibrils and other multimeric structures	women	up	#B6453A	1
K58	extracellular matrix organization	women	up	#B6453A	1
K58	collagen biosynthesis and modifying enzymes	women	up	#B6453A	1
K58	antigen activates b cell receptor bcr leading to generation of second messengers	women	up	#B6453A	1
K58	glycolysis	women	up	#B6453A	1
K58	ecm proteoglycans	women	up	#B6453A	1
K58	interactions of rev with host cellular proteins	women	up	#B6453A	1
K58	neutrophil degranulation	women	up	#B6453A	1
K58	nuclear import of rev protein	women	up	#B6453A	1
K58	regulation of insulin like growth factor igf transport and uptake by insulin like growth factor binding proteins igfbps	women	up	#B6453A	1
K58	degradation of the extracellular matrix	women	up	#B6453A	1
K58	collagen chain trimerization	women	up	#B6453A	1
K58	cell cycle mitotic	women	up	#B6453A	1
K58	sumoylation of dna replication proteins	women	up	#B6453A	1
K58	laminin interactions	women	up	#B6453A	1
K58	immunoregulatory interactions between a lymphoid and a non lymphoid cell	women	up	#B6453A	1
K58	nuclear envelope breakdown	women	up	#B6453A	1
K58	s phase	women	up	#B6453A	1
K58	nuclear pore complex npc disassembly	women	up	#B6453A	1
K58	gpvi mediated activation cascade	women	up	#B6453A	1
K58	snrnp assembly	women	up	#B6453A	1
K58	ros and rns production in phagocytes	women	up	#B6453A	1
K58	regulation of glucokinase by glucokinase regulatory protein	women	up	#B6453A	1
K58	keap1 nfe2l2 pathway	women	up	#B6453A	1
K58	met activates ptk2 signaling	women	up	#B6453A	1
K58	mitotic g1 phase and g1 s transition	women	up	#B6453A	1
K58	sumoylation of ubiquitinylation proteins	women	up	#B6453A	1
K58	binding and uptake of ligands by scavenger receptors	women	up	#B6453A	1
K58	ncam1 interactions	women	up	#B6453A	1
K58	elastic fibre formation	women	up	#B6453A	1
K58	the role of nef in hiv 1 replication and disease pathogenesis	women	up	#B6453A	1
K58	signaling by notch4	women	up	#B6453A	1
K58	interleukin 12 signaling	women	up	#B6453A	1
K58	transcriptional regulation by runx3	women	up	#B6453A	1
K58	antiviral mechanism by ifn stimulated genes	women	up	#B6453A	1
K58	transcriptional regulation by runx1	women	up	#B6453A	1
K58	pd 1 signaling	women	up	#B6453A	1
K58	dectin 2 family	women	up	#B6453A	1
K58	tnfs bind their physiological receptors	women	up	#B6453A	1
K58	cell surface interactions at the vascular wall	women	up	#B6453A	1
K58	antimicrobial peptides	women	up	#B6453A	1
K58	sars cov 2 activates modulates innate and adaptive immune responses	women	up	#B6453A	1
K58	interleukin 2 family signaling	women	up	#B6453A	1
K58	rho gtpases activate formins	women	up	#B6453A	1
K58	class i mhc mediated antigen processing presentation	women	up	#B6453A	1
K58	platelet activation signaling and aggregation	women	up	#B6453A	1
K58	chondroitin sulfate dermatan sulfate metabolism	women	up	#B6453A	1
K58	detoxification of reactive oxygen species	women	up	#B6453A	1
K58	hemostasis	women	up	#B6453A	1
K58	interferon gamma signaling	women	up	#B6453A	1
K58	mhc class ii antigen presentation	women	up	#B6453A	1
K58	non integrin membrane ecm interactions	women	up	#B6453A	1
K58	meiotic recombination	women	up	#B6453A	1
K58	glycosaminoglycan metabolism	women	up	#B6453A	1
K58	syndecan interactions	women	up	#B6453A	1
K58	perk regulates gene expression	women	up	#B6453A	1
K58	dna strand elongation	women	up	#B6453A	1
K58	platelet aggregation plug formation	women	up	#B6453A	1
K58	response to elevated platelet cytosolic ca2	women	up	#B6453A	1
K58	signaling by scf kit	women	up	#B6453A	1
K58	anti inflammatory response favouring leishmania parasite infection	women	up	#B6453A	1
K58	interleukin 3 interleukin 5 and gm csf signaling	women	up	#B6453A	1
K58	nef mediates down modulation of cell surface receptors by recruiting them to clathrin adapters	women	up	#B6453A	1
K58	interleukin 37 signaling	women	up	#B6453A	1
K58	potential therapeutics for sars	women	up	#B6453A	1
K58	signaling by csf3 g csf	women	up	#B6453A	1
K58	sars cov infections	women	up	#B6453A	1
K58	met promotes cell motility	women	up	#B6453A	1
K58	leishmania infection	women	up	#B6453A	1
K58	fceri mediated ca 2 mobilization	women	up	#B6453A	1
K58	inactivation of csf3 g csf signaling	women	up	#B6453A	1
K58	er to golgi anterograde transport	men	up	#4A75A9	1
K58	copii mediated vesicle transport	men	up	#4A75A9	1
K58	asparagine n linked glycosylation	men	up	#4A75A9	1
K58	programmed cell death	men	up	#4A75A9	1
K58	raf independent mapk1 3 activation	men	up	#4A75A9	1
K58	transcriptional regulation by runx2	men	up	#4A75A9	1
K58	hedgehog off state	men	up	#4A75A9	1
K58	mapk6 mapk4 signaling	men	up	#4A75A9	1
K58	transport to the golgi and subsequent modification	men	up	#4A75A9	1
K58	abc family proteins mediated transport	men	up	#4A75A9	1
K58	mitotic spindle checkpoint	men	up	#4A75A9	1
K58	regulated necrosis	men	up	#4A75A9	1
K58	apoptosis	men	up	#4A75A9	1
K58	peroxisomal lipid metabolism	common	down	#19787F	1
K58	respiratory electron transport	common	down	#19787F	1
K58	the citric acid tca cycle and respiratory electron transport	common	down	#19787F	1
K58	respiratory electron transport atp synthesis by chemiosmotic coupling and heat production by uncoupling proteins	common	down	#19787F	1
K58	peroxisomal protein import	common	down	#19787F	1
K58	citric acid cycle tca cycle	common	down	#19787F	1
K58	glyoxylate metabolism and glycine degradation	common	down	#19787F	1
K58	sars cov 1 modulates host translation machinery	women	down	#B6453A	1
K58	eukaryotic translation elongation	women	down	#B6453A	1
K58	selenoamino acid metabolism	women	down	#B6453A	1
K58	response of eif2ak4 gcn2 to amino acid deficiency	women	down	#B6453A	1
K58	nonsense mediated decay nmd	women	down	#B6453A	1
K58	pyruvate metabolism and citric acid tca cycle	men	down	#4A75A9	1
K58	mitochondrial fatty acid beta oxidation	men	down	#4A75A9	1
K58	biological oxidations	men	down	#4A75A9	1
L71	cholesterol biosynthesis	common	up	#19787F	2
L71	antigen processing cross presentation	common	up	#19787F	2
L71	interferon alpha beta signaling	common	up	#19787F	2
L71	cross presentation of soluble exogenous antigens endosomes	common	up	#19787F	2
L71	metabolism of polyamines	common	up	#19787F	2
L71	scf skp2 mediated degradation of p27 p21	common	up	#19787F	2
L71	hedgehog ligand biogenesis	common	up	#19787F	2
L71	negative regulation of notch4 signaling	common	up	#19787F	2
L71	g1 s dna damage checkpoints	common	up	#19787F	2
L71	auf1 hnrnp d0 binds and destabilizes mrna	common	up	#19787F	2
L71	nuclear events mediated by nfe2l2	common	up	#19787F	2
L71	defective cftr causes cystic fibrosis	common	up	#19787F	2
L71	degradation of gli1 by the proteasome	common	up	#19787F	2
L71	dectin 1 mediated noncanonical nf kb signaling	common	up	#19787F	2
L71	regulation of runx3 expression and activity	common	up	#19787F	2
L71	interleukin 10 signaling	common	up	#19787F	2
L71	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	common	up	#19787F	2
L71	gluconeogenesis	common	up	#19787F	2
L71	scf beta trcp mediated degradation of emi1	common	up	#19787F	2
L71	cellular response to hypoxia	common	up	#19787F	2
L71	interferon signaling	common	up	#19787F	2
L71	interferon gamma signaling	common	up	#19787F	2
L71	stabilization of p53	common	up	#19787F	2
L71	orc1 removal from chromatin	common	up	#19787F	2
L71	signaling by interleukins	common	up	#19787F	2
L71	abc transporter disorders	common	up	#19787F	2
L71	neutrophil degranulation	common	up	#19787F	2
L71	keap1 nfe2l2 pathway	common	up	#19787F	2
L71	interleukin 1 signaling	common	up	#19787F	2
L71	degradation of axin	common	up	#19787F	2
L71	interleukin 1 family signaling	common	up	#19787F	2
L71	abc family proteins mediated transport	common	up	#19787F	2
L71	regulation of ras by gaps	common	up	#19787F	2
L71	the role of gtse1 in g2 m progression after g2 checkpoint	common	up	#19787F	2
L71	tnfr2 non canonical nf kb pathway	common	up	#19787F	2
L71	degradation of dvl	common	up	#19787F	2
L71	clec7a dectin 1 signaling	common	up	#19787F	2
L71	apc c mediated degradation of cell cycle proteins	common	up	#19787F	2
L71	regulation of runx2 expression and activity	common	up	#19787F	2
L71	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	2
L71	dna replication pre initiation	common	up	#19787F	2
L71	fceri mediated nf kb activation	common	up	#19787F	2
L71	downstream signaling events of b cell receptor bcr	common	up	#19787F	2
L71	switching of origins to a post replicative state	common	up	#19787F	2
L71	regulation of mrna stability by proteins that bind au rich elements	common	up	#19787F	2
L71	dna replication	common	up	#19787F	2
L71	transferrin endocytosis and recycling	women	up	#B6453A	2
L71	ros and rns production in phagocytes	women	up	#B6453A	2
L71	metabolism of steroids	women	up	#B6453A	2
L71	nucleotide catabolism	women	up	#B6453A	2
L71	caspase activation via extrinsic apoptotic signalling pathway	women	up	#B6453A	2
L71	fatty acid metabolism	women	up	#B6453A	2
L71	pyruvate metabolism and citric acid tca cycle	women	up	#B6453A	2
L71	the citric acid tca cycle and respiratory electron transport	women	up	#B6453A	2
L71	mitochondrial fatty acid beta oxidation	women	up	#B6453A	2
L71	peroxisomal lipid metabolism	women	up	#B6453A	2
L71	fatty acyl coa biosynthesis	women	up	#B6453A	2
L71	cargo concentration in the er	women	up	#B6453A	2
L71	iron uptake and transport	women	up	#B6453A	2
L71	pyruvate metabolism	women	up	#B6453A	2
L71	copii mediated vesicle transport	women	up	#B6453A	2
L71	signaling by retinoic acid	women	up	#B6453A	2
L71	triglyceride metabolism	women	up	#B6453A	2
L71	runx1 regulates transcription of genes involved in differentiation of hscs	men	up	#4A75A9	2
L71	regulation of pten stability and activity	men	up	#4A75A9	2
L71	asymmetric localization of pcp proteins	men	up	#4A75A9	2
L71	uch proteinases	men	up	#4A75A9	2
L71	synthesis of dna	men	up	#4A75A9	2
L71	separation of sister chromatids	men	up	#4A75A9	2
L71	cellular response to chemical stress	men	up	#4A75A9	2
L71	host interactions of hiv factors	men	up	#4A75A9	2
L71	cell cycle checkpoints	men	up	#4A75A9	2
L71	g2 m checkpoints	men	up	#4A75A9	2
L71	pcp ce pathway	men	up	#4A75A9	2
L71	tcr signaling	men	up	#4A75A9	2
L71	mitotic metaphase and anaphase	men	up	#4A75A9	2
L71	signaling by the b cell receptor bcr	men	up	#4A75A9	2
L71	m phase	men	up	#4A75A9	2
L71	mitotic g1 phase and g1 s transition	men	up	#4A75A9	2
L71	cell cycle mitotic	men	up	#4A75A9	2
L71	s phase	men	up	#4A75A9	2
L71	c type lectin receptors clrs	men	up	#4A75A9	2
L71	metabolism of vitamins and cofactors	men	up	#4A75A9	2
L71	disorders of transmembrane transporters	men	up	#4A75A9	2
L71	metabolism of water soluble vitamins and cofactors	men	up	#4A75A9	2
L71	mitotic spindle checkpoint	men	up	#4A75A9	2
L71	dna strand elongation	men	up	#4A75A9	2
L71	interleukin 2 family signaling	men	up	#4A75A9	2
L71	synthesis of active ubiquitin roles of e1 and e2 enzymes	men	up	#4A75A9	2
L71	mitochondrial translation	men	up	#4A75A9	2
K58	antigen processing cross presentation	common	up	#19787F	3
K58	interferon alpha beta signaling	common	up	#19787F	3
K58	cross presentation of soluble exogenous antigens endosomes	common	up	#19787F	3
K58	metabolism of polyamines	common	up	#19787F	3
K58	scf skp2 mediated degradation of p27 p21	common	up	#19787F	3
K58	hedgehog ligand biogenesis	common	up	#19787F	3
K58	interleukin 12 family signaling	common	up	#19787F	3
K58	negative regulation of notch4 signaling	common	up	#19787F	3
K58	antigen presentation folding assembly and peptide loading of class i mhc	common	up	#19787F	3
K58	g1 s dna damage checkpoints	common	up	#19787F	3
K58	auf1 hnrnp d0 binds and destabilizes mrna	common	up	#19787F	3
K58	interleukin 12 signaling	common	up	#19787F	3
K58	nuclear events mediated by nfe2l2	common	up	#19787F	3
K58	defective cftr causes cystic fibrosis	common	up	#19787F	3
K58	degradation of gli1 by the proteasome	common	up	#19787F	3
K58	dectin 1 mediated noncanonical nf kb signaling	common	up	#19787F	3
K58	regulation of runx3 expression and activity	common	up	#19787F	3
K58	interleukin 10 signaling	common	up	#19787F	3
K58	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	common	up	#19787F	3
K58	scf beta trcp mediated degradation of emi1	common	up	#19787F	3
K58	cellular response to hypoxia	common	up	#19787F	3
K58	interferon signaling	common	up	#19787F	3
K58	interferon gamma signaling	common	up	#19787F	3
K58	stabilization of p53	common	up	#19787F	3
K58	orc1 removal from chromatin	common	up	#19787F	3
K58	ire1alpha activates chaperones	common	up	#19787F	3
K58	signaling by interleukins	common	up	#19787F	3
K58	abc transporter disorders	common	up	#19787F	3
K58	neutrophil degranulation	common	up	#19787F	3
K58	keap1 nfe2l2 pathway	common	up	#19787F	3
K58	interleukin 1 signaling	common	up	#19787F	3
K58	degradation of axin	common	up	#19787F	3
K58	interleukin 1 family signaling	common	up	#19787F	3
K58	regulation of ras by gaps	common	up	#19787F	3
K58	cargo concentration in the er	common	up	#19787F	3
K58	the role of gtse1 in g2 m progression after g2 checkpoint	common	up	#19787F	3
K58	tnfr2 non canonical nf kb pathway	common	up	#19787F	3
K58	degradation of dvl	common	up	#19787F	3
K58	clec7a dectin 1 signaling	common	up	#19787F	3
K58	apc c mediated degradation of cell cycle proteins	common	up	#19787F	3
K58	regulation of runx2 expression and activity	common	up	#19787F	3
K58	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	3
K58	dna replication pre initiation	common	up	#19787F	3
K58	fceri mediated nf kb activation	common	up	#19787F	3
K58	downstream signaling events of b cell receptor bcr	common	up	#19787F	3
K58	switching of origins to a post replicative state	common	up	#19787F	3
K58	regulation of mrna stability by proteins that bind au rich elements	common	up	#19787F	3
K58	dna replication	common	up	#19787F	3
K58	ros and rns production in phagocytes	women	up	#B6453A	3
K58	runx1 regulates transcription of genes involved in differentiation of hscs	men	up	#4A75A9	3
K58	regulation of pten stability and activity	men	up	#4A75A9	3
K58	asymmetric localization of pcp proteins	men	up	#4A75A9	3
K58	uch proteinases	men	up	#4A75A9	3
K58	synthesis of dna	men	up	#4A75A9	3
K58	mapk6 mapk4 signaling	men	up	#4A75A9	3
K58	abc family proteins mediated transport	men	up	#4A75A9	3
K58	separation of sister chromatids	men	up	#4A75A9	3
K58	cellular response to chemical stress	men	up	#4A75A9	3
K58	degradation of beta catenin by the destruction complex	men	up	#4A75A9	3
K58	host interactions of hiv factors	men	up	#4A75A9	3
K58	programmed cell death	men	up	#4A75A9	3
K58	transcriptional regulation by runx2	men	up	#4A75A9	3
K58	cell cycle checkpoints	men	up	#4A75A9	3
K58	g2 m checkpoints	men	up	#4A75A9	3
K58	pcp ce pathway	men	up	#4A75A9	3
K58	tcr signaling	men	up	#4A75A9	3
K58	hedgehog off state	men	up	#4A75A9	3
K58	transcriptional regulation by runx3	men	up	#4A75A9	3
K58	mitotic metaphase and anaphase	men	up	#4A75A9	3
K58	signaling by notch4	men	up	#4A75A9	3
K58	signaling by the b cell receptor bcr	men	up	#4A75A9	3
K58	mitotic g2 g2 m phases	men	up	#4A75A9	3
K58	hedgehog on state	men	up	#4A75A9	3
K58	m phase	men	up	#4A75A9	3
K58	apoptosis	men	up	#4A75A9	3
K58	signaling by hedgehog	men	up	#4A75A9	3
K58	ub specific processing proteases	men	up	#4A75A9	3
K58	class i mhc mediated antigen processing presentation	men	up	#4A75A9	3
K58	mitotic g1 phase and g1 s transition	men	up	#4A75A9	3
K58	cell cycle mitotic	men	up	#4A75A9	3
K58	s phase	men	up	#4A75A9	3
K58	beta catenin independent wnt signaling	men	up	#4A75A9	3
K58	c type lectin receptors clrs	men	up	#4A75A9	3
K58	pten regulation	men	up	#4A75A9	3
K58	deubiquitination	men	up	#4A75A9	3
K58	gene and protein expression by jak stat signaling after interleukin 12 stimulation	men	up	#4A75A9	3
K58	disorders of transmembrane transporters	men	up	#4A75A9	3
K58	antigen processing ubiquitination proteasome degradation	men	up	#4A75A9	3
K58	fc epsilon receptor fceri signaling	men	up	#4A75A9	3
K58	er to golgi anterograde transport	men	up	#4A75A9	3
K58	metabolism of water soluble vitamins and cofactors	men	up	#4A75A9	3
K58	hiv infection	men	up	#4A75A9	3
K58	regulated necrosis	men	up	#4A75A9	3
K58	intrinsic pathway for apoptosis	men	up	#4A75A9	3
K58	pyroptosis	men	up	#4A75A9	3
K58	interleukin 4 and interleukin 13 signaling	men	up	#4A75A9	3
K58	mitotic spindle checkpoint	men	up	#4A75A9	3
K58	transport to the golgi and subsequent modification	men	up	#4A75A9	3
K58	copii mediated vesicle transport	men	up	#4A75A9	3
K58	transcriptional regulation by runx1	men	up	#4A75A9	3
K58	interleukin 2 family signaling	men	up	#4A75A9	3
K58	unfolded protein response upr	men	up	#4A75A9	3
K58	assembly of collagen fibrils and other multimeric structures	men	up	#4A75A9	3
K58	signaling by scf kit	men	up	#4A75A9	3
K58	raf independent mapk1 3 activation	men	up	#4A75A9	3
K58	antiviral mechanism by ifn stimulated genes	men	up	#4A75A9	3
K58	platelet aggregation plug formation	men	up	#4A75A9	3
K58	eukaryotic translation elongation	common	down	#19787F	3
K58	nonsense mediated decay nmd	common	down	#19787F	3
K58	response of eif2ak4 gcn2 to amino acid deficiency	common	down	#19787F	3
K58	eukaryotic translation initiation	common	down	#19787F	3
K58	selenoamino acid metabolism	common	down	#19787F	3
K58	sars cov 1 modulates host translation machinery	common	down	#19787F	3
K58	activation of the mrna upon binding of the cap binding complex and eifs and subsequent binding to 43s	common	down	#19787F	3
K58	regulation of beta cell development	women	down	#B6453A	3
K51	antigen processing cross presentation	common	up	#19787F	4
K51	interferon alpha beta signaling	common	up	#19787F	4
K51	cross presentation of soluble exogenous antigens endosomes	common	up	#19787F	4
K51	metabolism of polyamines	common	up	#19787F	4
K51	scf skp2 mediated degradation of p27 p21	common	up	#19787F	4
K51	hedgehog ligand biogenesis	common	up	#19787F	4
K51	interleukin 12 family signaling	common	up	#19787F	4
K51	negative regulation of notch4 signaling	common	up	#19787F	4
K51	g1 s dna damage checkpoints	common	up	#19787F	4
K51	auf1 hnrnp d0 binds and destabilizes mrna	common	up	#19787F	4
K51	nuclear events mediated by nfe2l2	common	up	#19787F	4
K51	defective cftr causes cystic fibrosis	common	up	#19787F	4
K51	degradation of gli1 by the proteasome	common	up	#19787F	4
K51	dectin 1 mediated noncanonical nf kb signaling	common	up	#19787F	4
K51	regulation of runx3 expression and activity	common	up	#19787F	4
K51	interleukin 10 signaling	common	up	#19787F	4
K51	apc c cdh1 mediated degradation of cdc20 and other apc c cdh1 targeted proteins in late mitosis early g1	common	up	#19787F	4
K51	scf beta trcp mediated degradation of emi1	common	up	#19787F	4
K51	cellular response to hypoxia	common	up	#19787F	4
K51	interferon signaling	common	up	#19787F	4
K51	stabilization of p53	common	up	#19787F	4
K51	orc1 removal from chromatin	common	up	#19787F	4
K51	ire1alpha activates chaperones	common	up	#19787F	4
K51	signaling by interleukins	common	up	#19787F	4
K51	abc transporter disorders	common	up	#19787F	4
K51	interleukin 1 signaling	common	up	#19787F	4
K51	degradation of axin	common	up	#19787F	4
K51	interleukin 1 family signaling	common	up	#19787F	4
K51	abc family proteins mediated transport	common	up	#19787F	4
K51	regulation of ras by gaps	common	up	#19787F	4
K51	cargo concentration in the er	common	up	#19787F	4
K51	the role of gtse1 in g2 m progression after g2 checkpoint	common	up	#19787F	4
K51	tnfr2 non canonical nf kb pathway	common	up	#19787F	4
K51	degradation of dvl	common	up	#19787F	4
K51	clec7a dectin 1 signaling	common	up	#19787F	4
K51	apc c mediated degradation of cell cycle proteins	common	up	#19787F	4
K51	regulation of runx2 expression and activity	common	up	#19787F	4
K51	copii mediated vesicle transport	common	up	#19787F	4
K51	cyclin a cdk2 associated events at s phase entry	common	up	#19787F	4
K51	dna replication pre initiation	common	up	#19787F	4
K51	fceri mediated nf kb activation	common	up	#19787F	4
K51	downstream signaling events of b cell receptor bcr	common	up	#19787F	4
K51	switching of origins to a post replicative state	common	up	#19787F	4
K51	regulation of mrna stability by proteins that bind au rich elements	common	up	#19787F	4
K51	dna replication	common	up	#19787F	4
K51	ros and rns production in phagocytes	women	up	#B6453A	4
K51	gene and protein expression by jak stat signaling after interleukin 12 stimulation	women	up	#B6453A	4
K51	interleukin 12 signaling	women	up	#B6453A	4
K51	interferon gamma signaling	women	up	#B6453A	4
K51	neutrophil degranulation	women	up	#B6453A	4
K51	keap1 nfe2l2 pathway	women	up	#B6453A	4
K51	metabolism of nucleotides	women	up	#B6453A	4
K51	interconversion of nucleotide di and triphosphates	women	up	#B6453A	4
K51	fatty acyl coa biosynthesis	women	up	#B6453A	4
K51	nucleotide salvage	women	up	#B6453A	4
K51	runx1 regulates transcription of genes involved in differentiation of hscs	men	up	#4A75A9	4
K51	regulation of pten stability and activity	men	up	#4A75A9	4
K51	asymmetric localization of pcp proteins	men	up	#4A75A9	4
K51	uch proteinases	men	up	#4A75A9	4
K51	synthesis of dna	men	up	#4A75A9	4
K51	mapk6 mapk4 signaling	men	up	#4A75A9	4
K51	separation of sister chromatids	men	up	#4A75A9	4
K51	host interactions of hiv factors	men	up	#4A75A9	4
K51	programmed cell death	men	up	#4A75A9	4
K51	transcriptional regulation by runx2	men	up	#4A75A9	4
K51	cell cycle checkpoints	men	up	#4A75A9	4
K51	g2 m checkpoints	men	up	#4A75A9	4
K51	pcp ce pathway	men	up	#4A75A9	4
K51	tcr signaling	men	up	#4A75A9	4
K51	hedgehog off state	men	up	#4A75A9	4
K51	mitotic metaphase and anaphase	men	up	#4A75A9	4
K51	signaling by the b cell receptor bcr	men	up	#4A75A9	4
K51	mitotic g2 g2 m phases	men	up	#4A75A9	4
K51	hedgehog on state	men	up	#4A75A9	4
K51	m phase	men	up	#4A75A9	4
K51	apoptosis	men	up	#4A75A9	4
K51	beta catenin independent wnt signaling	men	up	#4A75A9	4
K51	c type lectin receptors clrs	men	up	#4A75A9	4
K51	fc epsilon receptor fceri signaling	men	up	#4A75A9	4
K51	er to golgi anterograde transport	men	up	#4A75A9	4
K51	regulated necrosis	men	up	#4A75A9	4
K51	interleukin 4 and interleukin 13 signaling	men	up	#4A75A9	4
K51	mitotic spindle checkpoint	men	up	#4A75A9	4
K51	copi independent golgi to er retrograde traffic	men	up	#4A75A9	4
K51	transport to the golgi and subsequent modification	men	up	#4A75A9	4
K51	unfolded protein response upr	men	up	#4A75A9	4
K51	golgi to er retrograde transport	men	up	#4A75A9	4
K51	raf independent mapk1 3 activation	men	up	#4A75A9	4
K51	eukaryotic translation elongation	women	down	#B6453A	4
K51	nonsense mediated decay nmd	women	down	#B6453A	4
K51	response of eif2ak4 gcn2 to amino acid deficiency	women	down	#B6453A	4
K51	selenoamino acid metabolism	women	down	#B6453A	4
K51	sars cov 1 modulates host translation machinery	women	down	#B6453A	4
K51	regulation of beta cell development	men	down	#4A75A9	4
K13	extracellular matrix organization	common	up	#19787F	5
K13	ecm proteoglycans	common	up	#19787F	5
K13	collagen biosynthesis and modifying enzymes	common	up	#19787F	5
K13	collagen formation	common	up	#19787F	5
K13	regulation of insulin like growth factor igf transport and uptake by insulin like growth factor binding proteins igfbps	common	up	#19787F	5
K13	collagen degradation	common	up	#19787F	5
K13	degradation of the extracellular matrix	common	up	#19787F	5
K13	binding and uptake of ligands by scavenger receptors	common	up	#19787F	5
K13	met activates ptk2 signaling	common	up	#19787F	5
K13	collagen chain trimerization	common	up	#19787F	5
K13	integrin cell surface interactions	common	up	#19787F	5
K13	met promotes cell motility	common	up	#19787F	5
K13	assembly of collagen fibrils and other multimeric structures	common	up	#19787F	5
K13	non integrin membrane ecm interactions	common	up	#19787F	5
K13	interferon alpha beta signaling	common	up	#19787F	5
K13	activation of matrix metalloproteinases	common	up	#19787F	5
K13	signaling by pdgf	common	up	#19787F	5
K13	chondroitin sulfate dermatan sulfate metabolism	common	up	#19787F	5
K13	syndecan interactions	common	up	#19787F	5
K13	laminin interactions	common	up	#19787F	5
K13	interferon signaling	common	up	#19787F	5
K13	immunoregulatory interactions between a lymphoid and a non lymphoid cell	women	up	#B6453A	5
K13	elastic fibre formation	women	up	#B6453A	5
K13	ncam signaling for neurite out growth	women	up	#B6453A	5
K13	ncam1 interactions	women	up	#B6453A	5
K13	runx2 regulates bone development	women	up	#B6453A	5
K13	o glycosylation of tsr domain containing proteins	women	up	#B6453A	5
K13	formation of fibrin clot clotting cascade	women	up	#B6453A	5
K13	interleukin 6 family signaling	women	up	#B6453A	5
K13	cell surface interactions at the vascular wall	men	up	#4A75A9	5
K13	antiviral mechanism by ifn stimulated genes	men	up	#4A75A9	5
K13	the role of gtse1 in g2 m progression after g2 checkpoint	men	up	#4A75A9	5
