term1	term2	sex	nes	ids	colors
azithromycin	C18	women	1.6069287	6	#4A74A9
ribavirin	C18	women	1.7057385	6	#4A74A9
irinotecan	C18	women	2.2891393	6	#4A74A9
irinotecan	C18	women	2.2891393	6	#4A74A9
irinotecan	C18	women	2.2891393	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
doxorubicin	C18	women	2.1202188	6	#4A74A9
mitoxantrone	C18	women	2.1311274	6	#4A74A9
mitoxantrone	C18	women	2.1311274	6	#4A74A9
mitoxantrone	C18	women	2.1311274	6	#4A74A9
mitoxantrone	C18	women	2.1311274	6	#4A74A9
mitoxantrone	C18	women	2.1311274	6	#4A74A9
etoposide	C18	women	2.1526165	6	#4A74A9
etoposide	C18	women	2.1526165	6	#4A74A9
etoposide	C18	women	2.1526165	6	#4A74A9
topotecan	C18	women	2.2604704	6	#4A74A9
topotecan	C18	women	2.2604704	6	#4A74A9
topotecan	C18	women	2.2604704	6	#4A74A9
vinorelbine	C18	women	1.6512381	6	#4A74A9
vinorelbine	C18	women	1.6512381	6	#4A74A9
teniposide	C18	women	2.1475444	6	#4A74A9
idarubicin	C18	women	2.1173024	6	#4A74A9
idarubicin	C18	women	2.1173024	6	#4A74A9
dexrazoxane	C18	women	2.134464	6	#4A74A9
ixabepilone	C18	women	1.5674665	6	#4A74A9
lenalidomide	C18	women	1.9454838	6	#4A74A9
pomalidomide	C18	women	1.5803195	6	#4A74A9
carfilzomib	C18	women	1.6849425	6	#4A74A9
bortezomib	C18	women	1.7420409	6	#4A74A9
clofarabine	C18	women	1.9945642	6	#4A74A9
cytarabine	C18	women	2.2399645	6	#4A74A9
5-azacytidine	C18	women	1.8967897	6	#4A74A9
5-azacytidine	C18	women	1.8967897	6	#4A74A9
5-azacytidine	C18	women	1.8967897	6	#4A74A9
5-azacytidine	C18	women	1.8967897	6	#4A74A9
5-aza-2'-deoxycytidine	C18	women	1.8989527	6	#4A74A9
5-aza-2'-deoxycytidine	C18	women	1.8989527	6	#4A74A9
5-aza-2'-deoxycytidine	C18	women	1.8989527	6	#4A74A9
6-mercaptopurine	C18	women	1.6793667	6	#4A74A9
procainamide	C18	women	1.6683615	6	#4A74A9
procainamide	C18	women	1.6683615	6	#4A74A9
metformin	C18	women	1.9912506	6	#4A74A9
metformin	C18	women	1.9912506	6	#4A74A9
glipizide	C18	women	1.8037025	6	#4A74A9
glipizide	C18	women	1.8037025	6	#4A74A9
repaglinide	C18	women	1.8078687	6	#4A74A9
repaglinide	C18	women	1.8078687	6	#4A74A9
pioglitazone	C18	women	1.7614172	6	#4A74A9
pioglitazone	C18	women	1.7614172	6	#4A74A9
gliclazide	C18	women	1.563717	6	#4A74A9
nateglinide	C18	women	1.8123748	6	#4A74A9
fenofibrate	C18	women	1.7066717	6	#4A74A9
fenofibrate	C18	women	1.7066717	6	#4A74A9
telmisartan	C18	women	1.7204233	6	#4A74A9
mifepristone	C18	women	1.5497701	6	#4A74A9
riluzole	C18	women	1.5963277	6	#4A74A9
riluzole	C18	women	1.5963277	6	#4A74A9
arginine	C18	women	1.586504	6	#4A74A9
moxifloxacin	C18	women	2.157144	6	#4A74A9
moxifloxacin	C18	women	2.157144	6	#4A74A9
mometasone	C18	women	1.5988339	6	#4A74A9
mometasone	C18	women	1.5988339	6	#4A74A9
mometasone	C18	women	1.5988339	6	#4A74A9
roxithromycin	C18	women	1.574105	6	#4A74A9
dabrafenib	C18	women	1.5467212	6	#4A74A9
trametinib	C18	women	2.0242298	6	#4A74A9
balsalazide	C18	women	1.7467738	6	#4A74A9
indomethacin	C18	women	1.6129619	6	#4A74A9
indomethacin	C18	women	1.6129619	6	#4A74A9
ofloxacin	C18	women	2.136239	6	#4A74A9
ofloxacin	C18	women	2.136239	6	#4A74A9
ketoprofen	C18	women	1.7168046	6	#4A74A9
ciprofloxacin	C18	women	2.0046282	6	#4A74A9
ciprofloxacin	C18	women	2.0046282	6	#4A74A9
rofecoxib	C18	women	1.6097997	6	#4A74A9
fenoprofen	C18	women	1.7342808	6	#4A74A9
celecoxib	C18	women	1.5719435	6	#4A74A9
norfloxacin	C18	women	2.1466517	6	#4A74A9
lomefloxacin	C18	women	2.1357458	6	#4A74A9
norethisterone	C18	women	1.9911988	6	#4A74A9
ribavirin	C18	men	1.6833229	6	#4A74A9
irinotecan	C18	men	2.1895275	6	#4A74A9
irinotecan	C18	men	2.1895275	6	#4A74A9
irinotecan	C18	men	2.1895275	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
doxorubicin	C18	men	2.07579	6	#4A74A9
mitoxantrone	C18	men	2.0236633	6	#4A74A9
mitoxantrone	C18	men	2.0236633	6	#4A74A9
mitoxantrone	C18	men	2.0236633	6	#4A74A9
mitoxantrone	C18	men	2.0236633	6	#4A74A9
mitoxantrone	C18	men	2.0236633	6	#4A74A9
etoposide	C18	men	2.1090162	6	#4A74A9
etoposide	C18	men	2.1090162	6	#4A74A9
etoposide	C18	men	2.1090162	6	#4A74A9
topotecan	C18	men	2.2026243	6	#4A74A9
topotecan	C18	men	2.2026243	6	#4A74A9
topotecan	C18	men	2.2026243	6	#4A74A9
teniposide	C18	men	2.084993	6	#4A74A9
idarubicin	C18	men	2.0510805	6	#4A74A9
idarubicin	C18	men	2.0510805	6	#4A74A9
dexrazoxane	C18	men	2.0884418	6	#4A74A9
ixabepilone	C18	men	1.5856712	6	#4A74A9
pamidronate	C18	men	1.5634706	6	#4A74A9
pamidronate	C18	men	1.5634706	6	#4A74A9
lenalidomide	C18	men	1.689235	6	#4A74A9
carfilzomib	C18	men	1.5929354	6	#4A74A9
bortezomib	C18	men	1.59335	6	#4A74A9
clofarabine	C18	men	2.0141916	6	#4A74A9
cytarabine	C18	men	2.1996589	6	#4A74A9
5-azacytidine	C18	men	1.8629397	6	#4A74A9
5-azacytidine	C18	men	1.8629397	6	#4A74A9
5-azacytidine	C18	men	1.8629397	6	#4A74A9
5-azacytidine	C18	men	1.8629397	6	#4A74A9
5-aza-2'-deoxycytidine	C18	men	1.8411554	6	#4A74A9
5-aza-2'-deoxycytidine	C18	men	1.8411554	6	#4A74A9
5-aza-2'-deoxycytidine	C18	men	1.8411554	6	#4A74A9
6-mercaptopurine	C18	men	1.6491952	6	#4A74A9
procainamide	C18	men	1.6803159	6	#4A74A9
procainamide	C18	men	1.6803159	6	#4A74A9
saxagliptin	C18	men	-1.7422552	6	#B64539
saxagliptin	C18	men	-1.7422552	6	#B64539
metformin	C18	men	1.8675193	6	#4A74A9
metformin	C18	men	1.8675193	6	#4A74A9
glipizide	C18	men	1.6609408	6	#4A74A9
glipizide	C18	men	1.6609408	6	#4A74A9
repaglinide	C18	men	1.6691346	6	#4A74A9
repaglinide	C18	men	1.6691346	6	#4A74A9
pioglitazone	C18	men	1.6196363	6	#4A74A9
pioglitazone	C18	men	1.6196363	6	#4A74A9
vildagliptin	C18	men	-1.7182614	6	#B64539
nateglinide	C18	men	1.6650424	6	#4A74A9
fenofibrate	C18	men	1.5625662	6	#4A74A9
fenofibrate	C18	men	1.5625662	6	#4A74A9
riluzole	C18	men	1.6248839	6	#4A74A9
riluzole	C18	men	1.6248839	6	#4A74A9
moxifloxacin	C18	men	2.0452478	6	#4A74A9
moxifloxacin	C18	men	2.0452478	6	#4A74A9
trametinib	C18	men	1.8608736	6	#4A74A9
ofloxacin	C18	men	2.0498998	6	#4A74A9
ofloxacin	C18	men	2.0498998	6	#4A74A9
ciprofloxacin	C18	men	1.9280665	6	#4A74A9
ciprofloxacin	C18	men	1.9280665	6	#4A74A9
norfloxacin	C18	men	2.0505595	6	#4A74A9
lomefloxacin	C18	men	2.0290198	6	#4A74A9
norethisterone	C18	men	1.7547195	6	#4A74A9
ribavirin	C22	women	1.8625423	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
prednisolone	C22	women	1.5308821	7	#4A74A9
irinotecan	C22	women	2.249421	7	#4A74A9
irinotecan	C22	women	2.249421	7	#4A74A9
irinotecan	C22	women	2.249421	7	#4A74A9
methotrexate	C22	women	1.5843227	7	#4A74A9
methotrexate	C22	women	1.5843227	7	#4A74A9
methotrexate	C22	women	1.5843227	7	#4A74A9
methotrexate	C22	women	1.5843227	7	#4A74A9
methotrexate	C22	women	1.5843227	7	#4A74A9
methotrexate	C22	women	1.5843227	7	#4A74A9
5-fu	C22	women	1.9339579	7	#4A74A9
5-fu	C22	women	1.9339579	7	#4A74A9
5-fu	C22	women	1.9339579	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
doxorubicin	C22	women	2.3709755	7	#4A74A9
capecitabine	C22	women	1.9510032	7	#4A74A9
capecitabine	C22	women	1.9510032	7	#4A74A9
mitoxantrone	C22	women	2.2974732	7	#4A74A9
mitoxantrone	C22	women	2.2974732	7	#4A74A9
mitoxantrone	C22	women	2.2974732	7	#4A74A9
mitoxantrone	C22	women	2.2974732	7	#4A74A9
mitoxantrone	C22	women	2.2974732	7	#4A74A9
etoposide	C22	women	2.3231354	7	#4A74A9
etoposide	C22	women	2.3231354	7	#4A74A9
etoposide	C22	women	2.3231354	7	#4A74A9
topotecan	C22	women	2.2683501	7	#4A74A9
topotecan	C22	women	2.2683501	7	#4A74A9
topotecan	C22	women	2.2683501	7	#4A74A9
gemcitabine	C22	women	1.6404408	7	#4A74A9
gemcitabine	C22	women	1.6404408	7	#4A74A9
gemcitabine	C22	women	1.6404408	7	#4A74A9
gemcitabine	C22	women	1.6404408	7	#4A74A9
dacarbazine	C22	women	1.618072	7	#4A74A9
vinorelbine	C22	women	1.8895034	7	#4A74A9
vinorelbine	C22	women	1.8895034	7	#4A74A9
teniposide	C22	women	2.3011513	7	#4A74A9
hydroxyurea	C22	women	1.562721	7	#4A74A9
hydroxyurea	C22	women	1.562721	7	#4A74A9
hydroxyurea	C22	women	1.562721	7	#4A74A9
hydroxyurea	C22	women	1.562721	7	#4A74A9
metaproterenol	C22	women	1.4681891	7	#4A74A9
metaproterenol	C22	women	1.4681891	7	#4A74A9
metaproterenol	C22	women	1.4681891	7	#4A74A9
everolimus	C22	women	1.7780148	7	#4A74A9
eribulin	C22	women	1.6317161	7	#4A74A9
raltitrexed	C22	women	1.8321941	7	#4A74A9
idarubicin	C22	women	2.2684698	7	#4A74A9
idarubicin	C22	women	2.2684698	7	#4A74A9
dexrazoxane	C22	women	2.331137	7	#4A74A9
pemetrexed	C22	women	1.8003006	7	#4A74A9
ixabepilone	C22	women	1.8851541	7	#4A74A9
cabazitaxel	C22	women	1.7751659	7	#4A74A9
flutamide	C22	women	1.6866394	7	#4A74A9
bicalutamide	C22	women	1.6889882	7	#4A74A9
eaca	C22	women	-1.6113291	7	#B64539
eaca	C22	women	-1.6113291	7	#B64539
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
triamcinolone	C22	women	1.5292679	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
prednisone	C22	women	1.4948992	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
methylprednisolone	C22	women	1.5258908	7	#4A74A9
pralatrexate	C22	women	2.0188391	7	#4A74A9
lenalidomide	C22	women	1.7728623	7	#4A74A9
pomalidomide	C22	women	1.7772746	7	#4A74A9
carfilzomib	C22	women	1.9227494	7	#4A74A9
bortezomib	C22	women	1.9136795	7	#4A74A9
clodronate	C22	women	1.7228196	7	#4A74A9
clodronate	C22	women	1.7228196	7	#4A74A9
clodronate	C22	women	1.7228196	7	#4A74A9
clofarabine	C22	women	2.1788735	7	#4A74A9
cytarabine	C22	women	2.141165	7	#4A74A9
5-azacytidine	C22	women	2.1159916	7	#4A74A9
5-azacytidine	C22	women	2.1159916	7	#4A74A9
5-azacytidine	C22	women	2.1159916	7	#4A74A9
5-azacytidine	C22	women	2.1159916	7	#4A74A9
5-aza-2'-deoxycytidine	C22	women	2.1080108	7	#4A74A9
5-aza-2'-deoxycytidine	C22	women	2.1080108	7	#4A74A9
5-aza-2'-deoxycytidine	C22	women	2.1080108	7	#4A74A9
6-mercaptopurine	C22	women	1.7778014	7	#4A74A9
nilotinib	C22	women	1.58511	7	#4A74A9
tacrolimus	C22	women	1.575806	7	#4A74A9
tacrolimus	C22	women	1.575806	7	#4A74A9
tacrolimus	C22	women	1.575806	7	#4A74A9
tacrolimus	C22	women	1.575806	7	#4A74A9
tacrolimus	C22	women	1.575806	7	#4A74A9
anagrelide	C22	women	2.1901302	7	#4A74A9
omeprazole	C22	women	1.7100658	7	#4A74A9
procainamide	C22	women	1.989533	7	#4A74A9
procainamide	C22	women	1.989533	7	#4A74A9
oxymetholone	C22	women	1.6810493	7	#4A74A9
ticlopidine	C22	women	1.5036373	7	#4A74A9
argatroban	C22	women	-2.577688	7	#B64539
argatroban	C22	women	-2.577688	7	#B64539
bivalirudin	C22	women	-2.5825756	7	#B64539
bivalirudin	C22	women	-2.5825756	7	#B64539
linagliptin	C22	women	-1.7485027	7	#B64539
linagliptin	C22	women	-1.7485027	7	#B64539
sitagliptin	C22	women	-1.7077028	7	#B64539
sitagliptin	C22	women	-1.7077028	7	#B64539
saxagliptin	C22	women	-1.7248669	7	#B64539
saxagliptin	C22	women	-1.7248669	7	#B64539
metformin	C22	women	2.16541	7	#4A74A9
metformin	C22	women	2.16541	7	#4A74A9
glipizide	C22	women	1.9515213	7	#4A74A9
glipizide	C22	women	1.9515213	7	#4A74A9
repaglinide	C22	women	1.9555148	7	#4A74A9
repaglinide	C22	women	1.9555148	7	#4A74A9
pioglitazone	C22	women	1.8588935	7	#4A74A9
pioglitazone	C22	women	1.8588935	7	#4A74A9
alogliptin	C22	women	-1.7266122	7	#B64539
vildagliptin	C22	women	-1.7604632	7	#B64539
orlistat	C22	women	1.9603412	7	#4A74A9
miglitol	C22	women	1.5280298	7	#4A74A9
nateglinide	C22	women	1.9454228	7	#4A74A9
fenofibrate	C22	women	1.7508321	7	#4A74A9
fenofibrate	C22	women	1.7508321	7	#4A74A9
telmisartan	C22	women	1.8802428	7	#4A74A9
mifepristone	C22	women	1.6819769	7	#4A74A9
nicotine	C22	women	1.6445684	7	#4A74A9
nicotine	C22	women	1.6445684	7	#4A74A9
propericiazine	C22	women	1.6818026	7	#4A74A9
reserpine	C22	women	1.9150759	7	#4A74A9
amisulpride	C22	women	1.584384	7	#4A74A9
iloperidone	C22	women	1.484235	7	#4A74A9
lurasidone	C22	women	1.4659246	7	#4A74A9
lurasidone	C22	women	1.4659246	7	#4A74A9
maprotiline	C22	women	1.6026845	7	#4A74A9
maprotiline	C22	women	1.6026845	7	#4A74A9
fluoxetine	C22	women	1.8205789	7	#4A74A9
rasagiline	C22	women	1.5312016	7	#4A74A9
lisuride	C22	women	1.5004227	7	#4A74A9
galantamine	C22	women	1.532934	7	#4A74A9
hydroxocobalamin	C22	women	1.7233441	7	#4A74A9
hydroxocobalamin	C22	women	1.7233441	7	#4A74A9
cyanocobalamin	C22	women	2.0569522	7	#4A74A9
cyanocobalamin	C22	women	2.0569522	7	#4A74A9
isosorbide	C22	women	1.8449885	7	#4A74A9
prasugrel	C22	women	1.5248606	7	#4A74A9
clopidogrel	C22	women	1.4960619	7	#4A74A9
atropine	C22	women	1.6385869	7	#4A74A9
atropine	C22	women	1.6385869	7	#4A74A9
atropine	C22	women	1.6385869	7	#4A74A9
amiodarone	C22	women	1.8861898	7	#4A74A9
amiodarone	C22	women	1.8861898	7	#4A74A9
propafenone	C22	women	1.477997	7	#4A74A9
digoxin	C22	women	1.688782	7	#4A74A9
cilostazol	C22	women	2.2028859	7	#4A74A9
arginine	C22	women	1.8440678	7	#4A74A9
moxifloxacin	C22	women	2.2887065	7	#4A74A9
moxifloxacin	C22	women	2.2887065	7	#4A74A9
mometasone	C22	women	1.8205583	7	#4A74A9
mometasone	C22	women	1.8205583	7	#4A74A9
mometasone	C22	women	1.8205583	7	#4A74A9
choline	C22	women	1.8368067	7	#4A74A9
choline	C22	women	1.8368067	7	#4A74A9
ticagrelor	C22	women	1.5063026	7	#4A74A9
budesonide	C22	women	1.5440451	7	#4A74A9
budesonide	C22	women	1.5440451	7	#4A74A9
budesonide	C22	women	1.5440451	7	#4A74A9
flunisolide	C22	women	1.5301219	7	#4A74A9
ciclesonide	C22	women	1.5295689	7	#4A74A9
methacholine	C22	women	1.8938305	7	#4A74A9
indacaterol	C22	women	1.467678	7	#4A74A9
olodaterol	C22	women	1.4761908	7	#4A74A9
sumatriptan	C22	women	-1.6185308	7	#B64539
n-acetylcysteine	C22	women	1.6907822	7	#4A74A9
dabrafenib	C22	women	1.8931197	7	#4A74A9
trametinib	C22	women	1.9952606	7	#4A74A9
azathioprine	C22	women	1.6971952	7	#4A74A9
azathioprine	C22	women	1.6971952	7	#4A74A9
azathioprine	C22	women	1.6971952	7	#4A74A9
azathioprine	C22	women	1.6971952	7	#4A74A9
balsalazide	C22	women	1.8538064	7	#4A74A9
indomethacin	C22	women	1.6793671	7	#4A74A9
indomethacin	C22	women	1.6793671	7	#4A74A9
lubiprostone	C22	women	1.7494626	7	#4A74A9
darifenacin	C22	women	1.728857	7	#4A74A9
apremilast	C22	women	1.5060815	7	#4A74A9
calcipotriol	C22	women	1.5965556	7	#4A74A9
hydrocortisone	C22	women	1.7011597	7	#4A74A9
acitretin	C22	women	1.5979898	7	#4A74A9
amcinonide	C22	women	1.7209498	7	#4A74A9
tazarotene	C22	women	1.6528655	7	#4A74A9
tazarotene	C22	women	1.6528655	7	#4A74A9
tazarotene	C22	women	1.6528655	7	#4A74A9
fluocinonide	C22	women	1.5735198	7	#4A74A9
betamethasone	C22	women	1.5225431	7	#4A74A9
adapalene	C22	women	1.5652218	7	#4A74A9
ofloxacin	C22	women	2.2742846	7	#4A74A9
ofloxacin	C22	women	2.2742846	7	#4A74A9
loteprednol	C22	women	1.5401226	7	#4A74A9
tramadol	C22	women	1.6641101	7	#4A74A9
ciprofloxacin	C22	women	2.3066256	7	#4A74A9
ciprofloxacin	C22	women	2.3066256	7	#4A74A9
fenoprofen	C22	women	1.7912154	7	#4A74A9
celecoxib	C22	women	1.7493018	7	#4A74A9
valdecoxib	C22	women	1.5010107	7	#4A74A9
etodolac	C22	women	1.503792	7	#4A74A9
furosemide	C22	women	1.4945636	7	#4A74A9
pilocarpine	C22	women	1.7327319	7	#4A74A9
cevimeline	C22	women	1.7763106	7	#4A74A9
norfloxacin	C22	women	2.287618	7	#4A74A9
lomefloxacin	C22	women	2.2888558	7	#4A74A9
norethisterone	C22	women	2.2752192	7	#4A74A9
rapamycin	C22	women	1.6845876	7	#4A74A9
irinotecan	C22	men	1.8004061	7	#4A74A9
irinotecan	C22	men	1.8004061	7	#4A74A9
irinotecan	C22	men	1.8004061	7	#4A74A9
5-fu	C22	men	1.7487874	7	#4A74A9
5-fu	C22	men	1.7487874	7	#4A74A9
5-fu	C22	men	1.7487874	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
doxorubicin	C22	men	1.9020667	7	#4A74A9
capecitabine	C22	men	1.7268102	7	#4A74A9
capecitabine	C22	men	1.7268102	7	#4A74A9
mitoxantrone	C22	men	1.9294043	7	#4A74A9
mitoxantrone	C22	men	1.9294043	7	#4A74A9
mitoxantrone	C22	men	1.9294043	7	#4A74A9
mitoxantrone	C22	men	1.9294043	7	#4A74A9
mitoxantrone	C22	men	1.9294043	7	#4A74A9
etoposide	C22	men	1.9403913	7	#4A74A9
etoposide	C22	men	1.9403913	7	#4A74A9
etoposide	C22	men	1.9403913	7	#4A74A9
topotecan	C22	men	1.8108976	7	#4A74A9
topotecan	C22	men	1.8108976	7	#4A74A9
topotecan	C22	men	1.8108976	7	#4A74A9
teniposide	C22	men	1.9309077	7	#4A74A9
idarubicin	C22	men	1.9165854	7	#4A74A9
idarubicin	C22	men	1.9165854	7	#4A74A9
dexrazoxane	C22	men	1.9579833	7	#4A74A9
eaca	C22	men	-1.937238	7	#B64539
eaca	C22	men	-1.937238	7	#B64539
pralatrexate	C22	men	1.6845542	7	#4A74A9
clofarabine	C22	men	1.7484336	7	#4A74A9
cytarabine	C22	men	1.9179733	7	#4A74A9
5-azacytidine	C22	men	1.7912928	7	#4A74A9
5-azacytidine	C22	men	1.7912928	7	#4A74A9
5-azacytidine	C22	men	1.7912928	7	#4A74A9
5-azacytidine	C22	men	1.7912928	7	#4A74A9
5-aza-2'-deoxycytidine	C22	men	1.7748135	7	#4A74A9
5-aza-2'-deoxycytidine	C22	men	1.7748135	7	#4A74A9
5-aza-2'-deoxycytidine	C22	men	1.7748135	7	#4A74A9
ticlopidine	C22	men	1.686539	7	#4A74A9
argatroban	C22	men	-2.4116604	7	#B64539
argatroban	C22	men	-2.4116604	7	#B64539
bivalirudin	C22	men	-2.4689052	7	#B64539
bivalirudin	C22	men	-2.4689052	7	#B64539
linagliptin	C22	men	-1.7753048	7	#B64539
linagliptin	C22	men	-1.7753048	7	#B64539
sitagliptin	C22	men	-1.735077	7	#B64539
sitagliptin	C22	men	-1.735077	7	#B64539
saxagliptin	C22	men	-1.7634904	7	#B64539
saxagliptin	C22	men	-1.7634904	7	#B64539
metformin	C22	men	1.6970856	7	#4A74A9
metformin	C22	men	1.6970856	7	#4A74A9
alogliptin	C22	men	-1.7216294	7	#B64539
vildagliptin	C22	men	-1.7282264	7	#B64539
reserpine	C22	men	1.6558776	7	#4A74A9
prasugrel	C22	men	1.6858006	7	#4A74A9
clopidogrel	C22	men	1.6663018	7	#4A74A9
moxifloxacin	C22	men	1.9247423	7	#4A74A9
moxifloxacin	C22	men	1.9247423	7	#4A74A9
ticagrelor	C22	men	1.7215669	7	#4A74A9
ofloxacin	C22	men	1.9267582	7	#4A74A9
ofloxacin	C22	men	1.9267582	7	#4A74A9
ciprofloxacin	C22	men	1.8673306	7	#4A74A9
ciprofloxacin	C22	men	1.8673306	7	#4A74A9
norfloxacin	C22	men	1.9468099	7	#4A74A9
lomefloxacin	C22	men	1.9445189	7	#4A74A9
norethisterone	C22	men	1.7394245	7	#4A74A9
doxycycline	C25	women	1.9884962	8	#4A74A9
doxycycline	C25	women	1.9884962	8	#4A74A9
doxycycline	C25	women	1.9884962	8	#4A74A9
doxycycline	C25	women	1.9884962	8	#4A74A9
doxycycline	C25	women	1.9884962	8	#4A74A9
tetracycline	C25	women	1.7691754	8	#4A74A9
erythromycin	C25	women	1.4524145	8	#4A74A9
erythromycin	C25	women	1.4524145	8	#4A74A9
ribavirin	C25	women	1.943319	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
prednisolone	C25	women	1.7794718	8	#4A74A9
irinotecan	C25	women	2.2706256	8	#4A74A9
irinotecan	C25	women	2.2706256	8	#4A74A9
irinotecan	C25	women	2.2706256	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
cisplatin	C25	women	1.8862587	8	#4A74A9
methotrexate	C25	women	1.6483771	8	#4A74A9
methotrexate	C25	women	1.6483771	8	#4A74A9
methotrexate	C25	women	1.6483771	8	#4A74A9
methotrexate	C25	women	1.6483771	8	#4A74A9
methotrexate	C25	women	1.6483771	8	#4A74A9
methotrexate	C25	women	1.6483771	8	#4A74A9
5-fu	C25	women	1.8916233	8	#4A74A9
5-fu	C25	women	1.8916233	8	#4A74A9
5-fu	C25	women	1.8916233	8	#4A74A9
