term1	term2	sex	nes	ids	colors
galantamine	Liver cancer	women	1.532934	7	#4A74A9
hydroxocobalamin	Liver cancer	women	1.7233441	7	#4A74A9
hydroxocobalamin	Liver cancer	women	1.7233441	7	#4A74A9
cyanocobalamin	Liver cancer	women	2.0569522	7	#4A74A9
cyanocobalamin	Liver cancer	women	2.0569522	7	#4A74A9
isosorbide	Liver cancer	women	1.8449885	7	#4A74A9
prasugrel	Liver cancer	women	1.5248606	7	#4A74A9
clopidogrel	Liver cancer	women	1.4960619	7	#4A74A9
atropine	Liver cancer	women	1.6385869	7	#4A74A9
atropine	Liver cancer	women	1.6385869	7	#4A74A9
atropine	Liver cancer	women	1.6385869	7	#4A74A9
amiodarone	Liver cancer	women	1.8861898	7	#4A74A9
amiodarone	Liver cancer	women	1.8861898	7	#4A74A9
propafenone	Liver cancer	women	1.477997	7	#4A74A9
digoxin	Liver cancer	women	1.688782	7	#4A74A9
cilostazol	Liver cancer	women	2.2028859	7	#4A74A9
arginine	Liver cancer	women	1.8440678	7	#4A74A9
moxifloxacin	Liver cancer	women	2.2887065	7	#4A74A9
moxifloxacin	Liver cancer	women	2.2887065	7	#4A74A9
mometasone	Liver cancer	women	1.8205583	7	#4A74A9
mometasone	Liver cancer	women	1.8205583	7	#4A74A9
mometasone	Liver cancer	women	1.8205583	7	#4A74A9
choline	Liver cancer	women	1.8368067	7	#4A74A9
choline	Liver cancer	women	1.8368067	7	#4A74A9
ticagrelor	Liver cancer	women	1.5063026	7	#4A74A9
budesonide	Liver cancer	women	1.5440451	7	#4A74A9
budesonide	Liver cancer	women	1.5440451	7	#4A74A9
budesonide	Liver cancer	women	1.5440451	7	#4A74A9
flunisolide	Liver cancer	women	1.5301219	7	#4A74A9
ciclesonide	Liver cancer	women	1.5295689	7	#4A74A9
methacholine	Liver cancer	women	1.8938305	7	#4A74A9
indacaterol	Liver cancer	women	1.467678	7	#4A74A9
olodaterol	Liver cancer	women	1.4761908	7	#4A74A9
sumatriptan	Liver cancer	women	-1.6185308	7	#B64539
n-acetylcysteine	Liver cancer	women	1.6907822	7	#4A74A9
dabrafenib	Liver cancer	women	1.8931197	7	#4A74A9
trametinib	Liver cancer	women	1.9952606	7	#4A74A9
azathioprine	Liver cancer	women	1.6971952	7	#4A74A9
azathioprine	Liver cancer	women	1.6971952	7	#4A74A9
azathioprine	Liver cancer	women	1.6971952	7	#4A74A9
azathioprine	Liver cancer	women	1.6971952	7	#4A74A9
balsalazide	Liver cancer	women	1.8538064	7	#4A74A9
indomethacin	Liver cancer	women	1.6793671	7	#4A74A9
indomethacin	Liver cancer	women	1.6793671	7	#4A74A9
lubiprostone	Liver cancer	women	1.7494626	7	#4A74A9
darifenacin	Liver cancer	women	1.728857	7	#4A74A9
apremilast	Liver cancer	women	1.5060815	7	#4A74A9
calcipotriol	Liver cancer	women	1.5965556	7	#4A74A9
hydrocortisone	Liver cancer	women	1.7011597	7	#4A74A9
acitretin	Liver cancer	women	1.5979898	7	#4A74A9
amcinonide	Liver cancer	women	1.7209498	7	#4A74A9
tazarotene	Liver cancer	women	1.6528655	7	#4A74A9
tazarotene	Liver cancer	women	1.6528655	7	#4A74A9
tazarotene	Liver cancer	women	1.6528655	7	#4A74A9
fluocinonide	Liver cancer	women	1.5735198	7	#4A74A9
betamethasone	Liver cancer	women	1.5225431	7	#4A74A9
adapalene	Liver cancer	women	1.5652218	7	#4A74A9
ofloxacin	Liver cancer	women	2.2742846	7	#4A74A9
ofloxacin	Liver cancer	women	2.2742846	7	#4A74A9
loteprednol	Liver cancer	women	1.5401226	7	#4A74A9
tramadol	Liver cancer	women	1.6641101	7	#4A74A9
ciprofloxacin	Liver cancer	women	2.3066256	7	#4A74A9
ciprofloxacin	Liver cancer	women	2.3066256	7	#4A74A9
fenoprofen	Liver cancer	women	1.7912154	7	#4A74A9
celecoxib	Liver cancer	women	1.7493018	7	#4A74A9
valdecoxib	Liver cancer	women	1.5010107	7	#4A74A9
etodolac	Liver cancer	women	1.503792	7	#4A74A9
furosemide	Liver cancer	women	1.4945636	7	#4A74A9
pilocarpine	Liver cancer	women	1.7327319	7	#4A74A9
cevimeline	Liver cancer	women	1.7763106	7	#4A74A9
norfloxacin	Liver cancer	women	2.287618	7	#4A74A9
lomefloxacin	Liver cancer	women	2.2888558	7	#4A74A9
norethisterone	Liver cancer	women	2.2752192	7	#4A74A9
rapamycin	Liver cancer	women	1.6845876	7	#4A74A9
irinotecan	Liver cancer	men	1.8004061	7	#4A74A9
irinotecan	Liver cancer	men	1.8004061	7	#4A74A9
irinotecan	Liver cancer	men	1.8004061	7	#4A74A9
5-fu	Liver cancer	men	1.7487874	7	#4A74A9
5-fu	Liver cancer	men	1.7487874	7	#4A74A9
5-fu	Liver cancer	men	1.7487874	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
doxorubicin	Liver cancer	men	1.9020667	7	#4A74A9
capecitabine	Liver cancer	men	1.7268102	7	#4A74A9
capecitabine	Liver cancer	men	1.7268102	7	#4A74A9
mitoxantrone	Liver cancer	men	1.9294043	7	#4A74A9
mitoxantrone	Liver cancer	men	1.9294043	7	#4A74A9
mitoxantrone	Liver cancer	men	1.9294043	7	#4A74A9
mitoxantrone	Liver cancer	men	1.9294043	7	#4A74A9
mitoxantrone	Liver cancer	men	1.9294043	7	#4A74A9
etoposide	Liver cancer	men	1.9403913	7	#4A74A9
etoposide	Liver cancer	men	1.9403913	7	#4A74A9
etoposide	Liver cancer	men	1.9403913	7	#4A74A9
topotecan	Liver cancer	men	1.8108976	7	#4A74A9
topotecan	Liver cancer	men	1.8108976	7	#4A74A9
topotecan	Liver cancer	men	1.8108976	7	#4A74A9
teniposide	Liver cancer	men	1.9309077	7	#4A74A9
idarubicin	Liver cancer	men	1.9165854	7	#4A74A9
idarubicin	Liver cancer	men	1.9165854	7	#4A74A9
dexrazoxane	Liver cancer	men	1.9579833	7	#4A74A9
eaca	Liver cancer	men	-1.937238	7	#B64539
eaca	Liver cancer	men	-1.937238	7	#B64539
pralatrexate	Liver cancer	men	1.6845542	7	#4A74A9
clofarabine	Liver cancer	men	1.7484336	7	#4A74A9
cytarabine	Liver cancer	men	1.9179733	7	#4A74A9
5-azacytidine	Liver cancer	men	1.7912928	7	#4A74A9
5-azacytidine	Liver cancer	men	1.7912928	7	#4A74A9
5-azacytidine	Liver cancer	men	1.7912928	7	#4A74A9
5-azacytidine	Liver cancer	men	1.7912928	7	#4A74A9
5-aza-2'-deoxycytidine	Liver cancer	men	1.7748135	7	#4A74A9
5-aza-2'-deoxycytidine	Liver cancer	men	1.7748135	7	#4A74A9
5-aza-2'-deoxycytidine	Liver cancer	men	1.7748135	7	#4A74A9
ticlopidine	Liver cancer	men	1.686539	7	#4A74A9
argatroban	Liver cancer	men	-2.4116604	7	#B64539
argatroban	Liver cancer	men	-2.4116604	7	#B64539
bivalirudin	Liver cancer	men	-2.4689052	7	#B64539
bivalirudin	Liver cancer	men	-2.4689052	7	#B64539
linagliptin	Liver cancer	men	-1.7753048	7	#B64539
linagliptin	Liver cancer	men	-1.7753048	7	#B64539
sitagliptin	Liver cancer	men	-1.735077	7	#B64539
sitagliptin	Liver cancer	men	-1.735077	7	#B64539
saxagliptin	Liver cancer	men	-1.7634904	7	#B64539
saxagliptin	Liver cancer	men	-1.7634904	7	#B64539
metformin	Liver cancer	men	1.6970856	7	#4A74A9
metformin	Liver cancer	men	1.6970856	7	#4A74A9
alogliptin	Liver cancer	men	-1.7216294	7	#B64539
vildagliptin	Liver cancer	men	-1.7282264	7	#B64539
reserpine	Liver cancer	men	1.6558776	7	#4A74A9
prasugrel	Liver cancer	men	1.6858006	7	#4A74A9
clopidogrel	Liver cancer	men	1.6663018	7	#4A74A9
moxifloxacin	Liver cancer	men	1.9247423	7	#4A74A9
moxifloxacin	Liver cancer	men	1.9247423	7	#4A74A9
ticagrelor	Liver cancer	men	1.7215669	7	#4A74A9
ofloxacin	Liver cancer	men	1.9267582	7	#4A74A9
ofloxacin	Liver cancer	men	1.9267582	7	#4A74A9
ciprofloxacin	Liver cancer	men	1.8673306	7	#4A74A9
ciprofloxacin	Liver cancer	men	1.8673306	7	#4A74A9
norfloxacin	Liver cancer	men	1.9468099	7	#4A74A9
lomefloxacin	Liver cancer	men	1.9445189	7	#4A74A9
norethisterone	Liver cancer	men	1.7394245	7	#4A74A9
doxycycline	Pancreatic cancer	women	1.9884962	8	#4A74A9
doxycycline	Pancreatic cancer	women	1.9884962	8	#4A74A9
doxycycline	Pancreatic cancer	women	1.9884962	8	#4A74A9
doxycycline	Pancreatic cancer	women	1.9884962	8	#4A74A9
doxycycline	Pancreatic cancer	women	1.9884962	8	#4A74A9
tetracycline	Pancreatic cancer	women	1.7691754	8	#4A74A9
erythromycin	Pancreatic cancer	women	1.4524145	8	#4A74A9
erythromycin	Pancreatic cancer	women	1.4524145	8	#4A74A9
ribavirin	Pancreatic cancer	women	1.943319	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
prednisolone	Pancreatic cancer	women	1.7794718	8	#4A74A9
irinotecan	Pancreatic cancer	women	2.2706256	8	#4A74A9
irinotecan	Pancreatic cancer	women	2.2706256	8	#4A74A9
irinotecan	Pancreatic cancer	women	2.2706256	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
cisplatin	Pancreatic cancer	women	1.8862587	8	#4A74A9
methotrexate	Pancreatic cancer	women	1.6483771	8	#4A74A9
methotrexate	Pancreatic cancer	women	1.6483771	8	#4A74A9
methotrexate	Pancreatic cancer	women	1.6483771	8	#4A74A9
methotrexate	Pancreatic cancer	women	1.6483771	8	#4A74A9
methotrexate	Pancreatic cancer	women	1.6483771	8	#4A74A9
methotrexate	Pancreatic cancer	women	1.6483771	8	#4A74A9
5-fu	Pancreatic cancer	women	1.8916233	8	#4A74A9
5-fu	Pancreatic cancer	women	1.8916233	8	#4A74A9
5-fu	Pancreatic cancer	women	1.8916233	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
doxorubicin	Pancreatic cancer	women	2.0951629	8	#4A74A9
capecitabine	Pancreatic cancer	women	1.8802058	8	#4A74A9
capecitabine	Pancreatic cancer	women	1.8802058	8	#4A74A9
mitoxantrone	Pancreatic cancer	women	2.3165379	8	#4A74A9
mitoxantrone	Pancreatic cancer	women	2.3165379	8	#4A74A9
mitoxantrone	Pancreatic cancer	women	2.3165379	8	#4A74A9
mitoxantrone	Pancreatic cancer	women	2.3165379	8	#4A74A9
mitoxantrone	Pancreatic cancer	women	2.3165379	8	#4A74A9
etoposide	Pancreatic cancer	women	2.2109437	8	#4A74A9
etoposide	Pancreatic cancer	women	2.2109437	8	#4A74A9
etoposide	Pancreatic cancer	women	2.2109437	8	#4A74A9
topotecan	Pancreatic cancer	women	2.2680793	8	#4A74A9
topotecan	Pancreatic cancer	women	2.2680793	8	#4A74A9
topotecan	Pancreatic cancer	women	2.2680793	8	#4A74A9
gemcitabine	Pancreatic cancer	women	1.769568	8	#4A74A9
gemcitabine	Pancreatic cancer	women	1.769568	8	#4A74A9
gemcitabine	Pancreatic cancer	women	1.769568	8	#4A74A9
gemcitabine	Pancreatic cancer	women	1.769568	8	#4A74A9
dacarbazine	Pancreatic cancer	women	2.0124385	8	#4A74A9
sunitinib	Pancreatic cancer	women	1.9585274	8	#4A74A9
sunitinib	Pancreatic cancer	women	1.9585274	8	#4A74A9
vinorelbine	Pancreatic cancer	women	2.2799706	8	#4A74A9
vinorelbine	Pancreatic cancer	women	2.2799706	8	#4A74A9
teniposide	Pancreatic cancer	women	2.3583066	8	#4A74A9
hydroxyurea	Pancreatic cancer	women	1.5895027	8	#4A74A9
hydroxyurea	Pancreatic cancer	women	1.5895027	8	#4A74A9
hydroxyurea	Pancreatic cancer	women	1.5895027	8	#4A74A9
hydroxyurea	Pancreatic cancer	women	1.5895027	8	#4A74A9
everolimus	Pancreatic cancer	women	1.6774453	8	#4A74A9
eribulin	Pancreatic cancer	women	1.7770733	8	#4A74A9
raltitrexed	Pancreatic cancer	women	1.8743556	8	#4A74A9
idarubicin	Pancreatic cancer	women	2.3492987	8	#4A74A9
idarubicin	Pancreatic cancer	women	2.3492987	8	#4A74A9
dexrazoxane	Pancreatic cancer	women	2.205279	8	#4A74A9
pemetrexed	Pancreatic cancer	women	2.1932428	8	#4A74A9
ixabepilone	Pancreatic cancer	women	1.876789	8	#4A74A9
paliperidone	Pancreatic cancer	women	1.5174321	8	#4A74A9
paliperidone	Pancreatic cancer	women	1.5174321	8	#4A74A9
paliperidone	Pancreatic cancer	women	1.5174321	8	#4A74A9
paliperidone	Pancreatic cancer	women	1.5174321	8	#4A74A9
risperidone	Pancreatic cancer	women	1.546414	8	#4A74A9
risperidone	Pancreatic cancer	women	1.546414	8	#4A74A9
risperidone	Pancreatic cancer	women	1.546414	8	#4A74A9
risperidone	Pancreatic cancer	women	1.546414	8	#4A74A9
risperidone	Pancreatic cancer	women	1.546414	8	#4A74A9
risperidone	Pancreatic cancer	women	1.546414	8	#4A74A9
risperidone	Pancreatic cancer	women	1.546414	8	#4A74A9
cabazitaxel	Pancreatic cancer	women	1.8087769	8	#4A74A9
flutamide	Pancreatic cancer	women	1.8187909	8	#4A74A9
bicalutamide	Pancreatic cancer	women	1.7818666	8	#4A74A9
eaca	Pancreatic cancer	women	2.0871792	8	#4A74A9
eaca	Pancreatic cancer	women	2.0871792	8	#4A74A9
bexarotene	Pancreatic cancer	women	1.7191923	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
triamcinolone	Pancreatic cancer	women	1.7565464	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
prednisone	Pancreatic cancer	women	1.7706524	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
methylprednisolone	Pancreatic cancer	women	1.789613	8	#4A74A9
pralatrexate	Pancreatic cancer	women	1.960209	8	#4A74A9
lenalidomide	Pancreatic cancer	women	2.0823786	8	#4A74A9
pomalidomide	Pancreatic cancer	women	2.129792	8	#4A74A9
carfilzomib	Pancreatic cancer	women	2.151117	8	#4A74A9
bortezomib	Pancreatic cancer	women	2.0701575	8	#4A74A9
clodronate	Pancreatic cancer	women	1.8325421	8	#4A74A9
clodronate	Pancreatic cancer	women	1.8325421	8	#4A74A9
clodronate	Pancreatic cancer	women	1.8325421	8	#4A74A9
bcnu	Pancreatic cancer	women	1.6942097	8	#4A74A9
clofarabine	Pancreatic cancer	women	1.8254958	8	#4A74A9
cytarabine	Pancreatic cancer	women	1.584292	8	#4A74A9
5-azacytidine	Pancreatic cancer	women	2.0374854	8	#4A74A9
5-azacytidine	Pancreatic cancer	women	2.0374854	8	#4A74A9
5-azacytidine	Pancreatic cancer	women	2.0374854	8	#4A74A9
5-azacytidine	Pancreatic cancer	women	2.0374854	8	#4A74A9
5-aza-2'-deoxycytidine	Pancreatic cancer	women	2.0268161	8	#4A74A9
5-aza-2'-deoxycytidine	Pancreatic cancer	women	2.0268161	8	#4A74A9
5-aza-2'-deoxycytidine	Pancreatic cancer	women	2.0268161	8	#4A74A9
6-mercaptopurine	Pancreatic cancer	women	1.6462274	8	#4A74A9
nilotinib	Pancreatic cancer	women	1.8129245	8	#4A74A9
ruxolitinib	Pancreatic cancer	women	1.7560997	8	#4A74A9
ruxolitinib	Pancreatic cancer	women	1.7560997	8	#4A74A9
tacrolimus	Pancreatic cancer	women	1.4351138	8	#4A74A9
tacrolimus	Pancreatic cancer	women	1.4351138	8	#4A74A9
tacrolimus	Pancreatic cancer	women	1.4351138	8	#4A74A9
tacrolimus	Pancreatic cancer	women	1.4351138	8	#4A74A9
tacrolimus	Pancreatic cancer	women	1.4351138	8	#4A74A9
anagrelide	Pancreatic cancer	women	1.702141	8	#4A74A9
udca	Pancreatic cancer	women	1.5342864	8	#4A74A9
omeprazole	Pancreatic cancer	women	2.128635	8	#4A74A9
ranitidine	Pancreatic cancer	women	1.6481404	8	#4A74A9
flurbiprofen	Pancreatic cancer	women	1.9768394	8	#4A74A9
flurbiprofen	Pancreatic cancer	women	1.9768394	8	#4A74A9
procainamide	Pancreatic cancer	women	1.8214133	8	#4A74A9
procainamide	Pancreatic cancer	women	1.8214133	8	#4A74A9
eprosartan	Pancreatic cancer	women	1.6764892	8	#4A74A9
oxymetholone	Pancreatic cancer	women	1.765932	8	#4A74A9
ticlopidine	Pancreatic cancer	women	1.600533	8	#4A74A9
captopril	Pancreatic cancer	women	2.2534554	8	#4A74A9
captopril	Pancreatic cancer	women	2.2534554	8	#4A74A9
captopril	Pancreatic cancer	women	2.2534554	8	#4A74A9
metformin	Pancreatic cancer	women	1.8224652	8	#4A74A9
metformin	Pancreatic cancer	women	1.8224652	8	#4A74A9
glipizide	Pancreatic cancer	women	2.179995	8	#4A74A9
glipizide	Pancreatic cancer	women	2.179995	8	#4A74A9
repaglinide	Pancreatic cancer	women	2.2133749	8	#4A74A9
repaglinide	Pancreatic cancer	women	2.2133749	8	#4A74A9
pioglitazone	Pancreatic cancer	women	2.1578357	8	#4A74A9
pioglitazone	Pancreatic cancer	women	2.1578357	8	#4A74A9
exenatide	Pancreatic cancer	women	1.4442594	8	#4A74A9
exenatide	Pancreatic cancer	women	1.4442594	8	#4A74A9
liraglutide	Pancreatic cancer	women	1.4334073	8	#4A74A9
liraglutide	Pancreatic cancer	women	1.4334073	8	#4A74A9
glucagon	Pancreatic cancer	women	1.5493052	8	#4A74A9
orlistat	Pancreatic cancer	women	2.1150632	8	#4A74A9
atorvastatin	Pancreatic cancer	women	1.8239653	8	#4A74A9
atorvastatin	Pancreatic cancer	women	1.8239653	8	#4A74A9
atorvastatin	Pancreatic cancer	women	1.8239653	8	#4A74A9
miglitol	Pancreatic cancer	women	1.6898104	8	#4A74A9
gliclazide	Pancreatic cancer	women	1.8602792	8	#4A74A9
nateglinide	Pancreatic cancer	women	2.2302775	8	#4A74A9
fenofibrate	Pancreatic cancer	women	2.0921946	8	#4A74A9
fenofibrate	Pancreatic cancer	women	2.0921946	8	#4A74A9
telmisartan	Pancreatic cancer	women	2.2291887	8	#4A74A9
mifepristone	Pancreatic cancer	women	1.8677306	8	#4A74A9
lorcaserin	Pancreatic cancer	women	1.6731143	8	#4A74A9
losartan	Pancreatic cancer	women	1.676064	8	#4A74A9
bromocriptine	Pancreatic cancer	women	1.5331751	8	#4A74A9
bromocriptine	Pancreatic cancer	women	1.5331751	8	#4A74A9
eplerenone	Pancreatic cancer	women	1.6132613	8	#4A74A9
eplerenone	Pancreatic cancer	women	1.6132613	8	#4A74A9
niacin	Pancreatic cancer	women	1.4384394	8	#4A74A9
simvastatin	Pancreatic cancer	women	1.5937598	8	#4A74A9
simvastatin	Pancreatic cancer	women	1.5937598	8	#4A74A9
propericiazine	Pancreatic cancer	women	1.7100148	8	#4A74A9
reserpine	Pancreatic cancer	women	1.7446778	8	#4A74A9
clomipramine	Pancreatic cancer	women	1.748198	8	#4A74A9
clomipramine	Pancreatic cancer	women	1.748198	8	#4A74A9
amisulpride	Pancreatic cancer	women	1.6213452	8	#4A74A9
iloperidone	Pancreatic cancer	women	1.5271368	8	#4A74A9
lurasidone	Pancreatic cancer	women	1.4866744	8	#4A74A9
lurasidone	Pancreatic cancer	women	1.4866744	8	#4A74A9
maprotiline	Pancreatic cancer	women	1.4887334	8	#4A74A9
maprotiline	Pancreatic cancer	women	1.4887334	8	#4A74A9
fluoxetine	Pancreatic cancer	women	1.7036482	8	#4A74A9
rasagiline	Pancreatic cancer	women	1.7393782	8	#4A74A9
midodrine	Pancreatic cancer	women	1.5285933	8	#4A74A9
rivastigmine	Pancreatic cancer	women	1.6485757	8	#4A74A9
rivastigmine	Pancreatic cancer	women	1.6485757	8	#4A74A9
lisuride	Pancreatic cancer	women	1.4998804	8	#4A74A9
tolcapone	Pancreatic cancer	women	1.5721077	8	#4A74A9
entacapone	Pancreatic cancer	women	1.555691	8	#4A74A9
citalopram	Pancreatic cancer	women	1.5340596	8	#4A74A9
citalopram	Pancreatic cancer	women	1.5340596	8	#4A74A9
hydroxocobalamin	Pancreatic cancer	women	1.4308264	8	#4A74A9
hydroxocobalamin	Pancreatic cancer	women	1.4308264	8	#4A74A9
cyanocobalamin	Pancreatic cancer	women	1.567192	8	#4A74A9
cyanocobalamin	Pancreatic cancer	women	1.567192	8	#4A74A9
eptifibatide	Pancreatic cancer	women	1.7514182	8	#4A74A9
isosorbide	Pancreatic cancer	women	1.9054378	8	#4A74A9
prasugrel	Pancreatic cancer	women	1.5918106	8	#4A74A9
clopidogrel	Pancreatic cancer	women	1.5634997	8	#4A74A9
valsartan	Pancreatic cancer	women	1.6717867	8	#4A74A9
lisinopril	Pancreatic cancer	women	1.7531574	8	#4A74A9
trandolapril	Pancreatic cancer	women	1.7713804	8	#4A74A9
verapamil	Pancreatic cancer	women	1.5730034	8	#4A74A9
verapamil	Pancreatic cancer	women	1.5730034	8	#4A74A9
verapamil	Pancreatic cancer	women	1.5730034	8	#4A74A9
verapamil	Pancreatic cancer	women	1.5730034	8	#4A74A9
amiodarone	Pancreatic cancer	women	2.183366	8	#4A74A9
amiodarone	Pancreatic cancer	women	2.183366	8	#4A74A9
digoxin	Pancreatic cancer	women	1.8379906	8	#4A74A9
amlodipine	Pancreatic cancer	women	1.6888433	8	#4A74A9
cilostazol	Pancreatic cancer	women	1.7248932	8	#4A74A9
arginine	Pancreatic cancer	women	1.9369417	8	#4A74A9
moxifloxacin	Pancreatic cancer	women	2.3035338	8	#4A74A9
moxifloxacin	Pancreatic cancer	women	2.3035338	8	#4A74A9
acetaminophen	Pancreatic cancer	women	1.8975011	8	#4A74A9
acetaminophen	Pancreatic cancer	women	1.8975011	8	#4A74A9
mometasone	Pancreatic cancer	women	1.9887695	8	#4A74A9
mometasone	Pancreatic cancer	women	1.9887695	8	#4A74A9
mometasone	Pancreatic cancer	women	1.9887695	8	#4A74A9
choline	Pancreatic cancer	women	2.0452652	8	#4A74A9
choline	Pancreatic cancer	women	2.0452652	8	#4A74A9
ticagrelor	Pancreatic cancer	women	1.5901906	8	#4A74A9
ketorolac	Pancreatic cancer	women	1.9437587	8	#4A74A9
ketorolac	Pancreatic cancer	women	1.9437587	8	#4A74A9
ketotifen	Pancreatic cancer	women	1.88517	8	#4A74A9
budesonide	Pancreatic cancer	women	1.7543031	8	#4A74A9
budesonide	Pancreatic cancer	women	1.7543031	8	#4A74A9
budesonide	Pancreatic cancer	women	1.7543031	8	#4A74A9
flunisolide	Pancreatic cancer	women	1.7716297	8	#4A74A9
ciclesonide	Pancreatic cancer	women	1.7636247	8	#4A74A9
oseltamivir	Pancreatic cancer	women	1.4950705	8	#4A74A9
n-acetylcysteine	Pancreatic cancer	women	2.0825856	8	#4A74A9
dabrafenib	Pancreatic cancer	women	1.8986378	8	#4A74A9
trametinib	Pancreatic cancer	women	2.148068	8	#4A74A9
pirfenidone	Pancreatic cancer	women	1.4356724	8	#4A74A9
pyridoxine	Pancreatic cancer	women	1.613058	8	#4A74A9
azathioprine	Pancreatic cancer	women	2.1274674	8	#4A74A9
azathioprine	Pancreatic cancer	women	2.1274674	8	#4A74A9
azathioprine	Pancreatic cancer	women	2.1274674	8	#4A74A9
azathioprine	Pancreatic cancer	women	2.1274674	8	#4A74A9
balsalazide	Pancreatic cancer	women	2.188509	8	#4A74A9
indomethacin	Pancreatic cancer	women	2.2010598	8	#4A74A9
indomethacin	Pancreatic cancer	women	2.2010598	8	#4A74A9
lubiprostone	Pancreatic cancer	women	1.771958	8	#4A74A9
darifenacin	Pancreatic cancer	women	1.4770849	8	#4A74A9
tegaserod	Pancreatic cancer	women	1.5387352	8	#4A74A9
leflunomide	Pancreatic cancer	women	1.9255238	8	#4A74A9
auranofin	Pancreatic cancer	women	2.0588753	8	#4A74A9
